Rank,Pokemon,Usage %,Raw,%,Real,%
1,Snorlax,96.89087%,17968,77.388%,15351,77.591%
2,Zapdos,70.44471%,11562,49.798%,10260,51.859%
3,Cloyster,64.58684%,11106,47.834%,10136,51.232%
4,Tyranitar,39.79064%,7099,30.575%,5954,30.094%
5,Exeggutor,24.78805%,5088,21.914%,4532,22.907%
6,Forretress,23.76377%,4303,18.533%,3930,19.864%
7,Gengar,22.92878%,7874,33.913%,6698,33.855%
8,Marowak,20.46764%,2746,11.827%,2162,10.928%
9,Skarmory,20.31124%,4507,19.412%,3751,18.959%
10,Steelix,19.85577%,4062,17.495%,3476,17.569%
11,Raikou,19.22519%,4453,19.179%,3950,19.965%
12,Jynx,16.94911%,3073,13.235%,2742,13.859%
13,Golem,14.09466%,3562,15.342%,3019,15.259%
14,Victreebel,12.79458%,164,0.706%,144,0.728%
15,Starmie,12.70785%,3530,15.204%,2944,14.880%
16,Blissey,11.44503%,2478,10.673%,2040,10.311%
17,Nidoking,11.00014%,3482,14.997%,3058,15.457%
18,Misdreavus,8.24425%,2340,10.078%,1966,9.937%
19,Umbreon,7.57235%,1763,7.593%,1535,7.759%
20,Suicune,7.25063%,1454,6.262%,1184,5.984%
21,Heracross,6.82703%,1975,8.506%,1542,7.794%
22,Machamp,5.97096%,4132,17.797%,3199,16.169%
23,Lapras,5.77518%,299,1.288%,248,1.254%
24,Houndoom,5.73090%,1793,7.722%,1422,7.187%
25,Vaporeon,5.62883%,1898,8.175%,1505,7.607%
26,Tentacruel,4.83030%,943,4.062%,774,3.912%
27,Moltres,4.02204%,579,2.494%,461,2.330%
28,Charizard,3.88978%,1492,6.426%,1165,5.888%
29,Entei,3.88371%,482,2.076%,401,2.027%
30,Piloswine,3.36220%,450,1.938%,394,1.991%
31,Jolteon,3.31556%,1027,4.423%,870,4.397%
32,Smeargle,3.03347%,1441,6.206%,1321,6.677%
33,Miltank,2.32109%,2213,9.531%,1649,8.335%
34,Muk,2.11113%,368,1.585%,321,1.622%
35,Ampharos,2.06909%,367,1.581%,320,1.617%
36,Rhydon,1.61915%,1012,4.359%,846,4.276%
37,Quagsire,1.60806%,714,3.075%,596,3.012%
38,Clefable,1.35045%,175,0.754%,140,0.708%
39,Dragonite,1.10769%,604,2.601%,507,2.563%
40,Ursaring,1.04731%,294,1.266%,250,1.264%
41,Shuckle,0.79025%,89,0.383%,77,0.389%
42,Alakazam,0.68027%,820,3.532%,684,3.457%
43,Scizor,0.55541%,1154,4.970%,1011,5.110%
44,Tauros,0.50775%,351,1.512%,290,1.466%
45,Pikachu,0.42558%,366,1.576%,332,1.678%
46,Espeon,0.41468%,764,3.291%,602,3.043%
47,Meganium,0.36569%,481,2.072%,422,2.133%
48,Kangaskhan,0.22738%,104,0.448%,87,0.440%
49,Electrode,0.20584%,617,2.657%,571,2.886%
50,Dugtrio,0.20309%,407,1.753%,306,1.547%
51,Lanturn,0.19159%,267,1.150%,229,1.157%
52,Slowbro,0.14337%,93,0.401%,78,0.394%
53,Crobat,0.10236%,215,0.926%,171,0.864%
54,Donphan,0.07516%,169,0.728%,148,0.748%
55,Porygon2,0.07118%,336,1.447%,272,1.375%
56,Magneton,0.06255%,210,0.904%,184,0.930%
57,Blastoise,0.05535%,339,1.460%,270,1.365%
58,Sneasel,0.05348%,104,0.448%,95,0.480%
