Rank,Pokemon,Usage %,Raw,%,Real,%
1,Landorus-Therian,48.69486%,151136,26.655%,129130,29.789%
2,Magearna,31.04464%,69893,12.326%,55760,12.863%
3,Greninja-Ash,21.44241%,98975,17.455%,71806,16.565%
4,Tapu Koko,21.09837%,78253,13.801%,62698,14.464%
5,Ferrothorn,20.94444%,100143,17.661%,84208,19.426%
6,Kartana,18.59894%,65261,11.510%,47574,10.975%
7,Tornadus-Therian,17.77043%,47615,8.397%,36663,8.458%
8,Toxapex,15.31987%,51127,9.017%,39131,9.027%
9,Tapu Lele,14.25740%,46751,8.245%,35729,8.242%
10,Chansey,14.11922%,54062,9.534%,42309,9.760%
11,Heatran,13.25575%,74857,13.202%,60663,13.994%
12,Tapu Fini,13.19142%,40187,7.087%,32704,7.544%
13,Rotom-Wash,12.16048%,63959,11.280%,53473,12.336%
14,Medicham-Mega,11.61333%,35020,6.176%,28448,6.563%
15,Swampert-Mega,10.92594%,40753,7.187%,32843,7.576%
16,Pelipper,10.32859%,44385,7.828%,40487,9.340%
17,Gliscor,9.51165%,58942,10.395%,44997,10.380%
18,Hawlucha,9.50300%,41264,7.277%,28610,6.600%
19,Serperior,9.11307%,50147,8.844%,36691,8.464%
20,Clefable,8.52281%,36847,6.498%,26255,6.057%
21,Sableye-Mega,8.48323%,20081,3.542%,18143,4.185%
22,Garchomp,8.36862%,57239,10.095%,43705,10.082%
23,Zapdos,7.84152%,39195,6.913%,31322,7.226%
24,Excadrill,7.74580%,45005,7.937%,33839,7.806%
25,Greninja,6.85005%,43632,7.695%,32739,7.552%
26,Kommo-o,6.81128%,30085,5.306%,22123,5.103%
27,Tapu Bulu,6.79134%,23610,4.164%,18138,4.184%
28,Alakazam-Mega,6.72199%,26966,4.756%,18114,4.179%
29,Lopunny-Mega,6.64366%,33555,5.918%,26370,6.083%
30,Magnezone,6.54332%,30621,5.400%,23355,5.388%
31,Mawile-Mega,6.53934%,26942,4.752%,19925,4.596%
32,Kyurem-Black,6.52519%,25847,4.558%,19061,4.397%
33,Victini,6.37244%,29800,5.256%,22773,5.253%
34,Diancie-Mega,5.95188%,22780,4.018%,18831,4.344%
35,Manaphy,5.65301%,17434,3.075%,12103,2.792%
36,Skarmory,5.53938%,38058,6.712%,31581,7.285%
37,Charizard-Mega-X,5.44891%,37393,6.595%,28257,6.519%
38,Charizard-Mega-Y,5.38240%,32669,5.762%,26054,6.010%
39,Tyranitar,5.24543%,33621,5.929%,26810,6.185%
40,Scizor-Mega,5.15316%,30334,5.350%,23615,5.448%
41,Blacephalon,4.69480%,22268,3.927%,15919,3.672%
42,Latias-Mega,4.65905%,10330,1.822%,7704,1.777%
43,Volcarona,4.28116%,33808,5.962%,23842,5.500%
44,Jirachi,4.19815%,19386,3.419%,14582,3.364%
45,Tangrowth,4.10439%,21293,3.755%,16203,3.738%
46,Shedinja,3.99599%,5872,1.036%,3836,0.885%
47,Celesteela,3.87735%,28969,5.109%,22475,5.185%
48,Kingdra,3.50477%,10006,1.765%,7042,1.625%
