Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tauros,94.85756%,58589,82.496%,44656,74.832%
2,Chansey,89.30841%,53595,75.465%,45664,76.521%
3,Snorlax,83.03671%,51740,72.853%,42817,71.751%
4,Starmie,54.17766%,32458,45.703%,29070,48.714%
5,Alakazam,46.36808%,32238,45.393%,28053,47.010%
6,Exeggutor,45.34037%,34886,49.121%,31044,52.022%
7,Rhydon,28.97760%,24530,34.540%,20042,33.585%
8,Gengar,28.84089%,18347,25.834%,16671,27.936%
9,Jynx,28.09030%,10881,15.321%,10472,17.548%
10,Cloyster,26.69762%,9944,14.002%,8437,14.138%
11,Zapdos,18.30804%,13460,18.952%,10895,18.257%
12,Jolteon,11.11538%,10214,14.382%,8873,14.869%
13,Slowbro,5.88214%,9501,13.378%,7956,13.332%
14,Persian,5.23471%,3905,5.498%,3119,5.227%
15,Lapras,4.54641%,4068,5.728%,3445,5.773%
16,Victreebel,3.32172%,2197,3.093%,1735,2.907%
17,Articuno,3.12106%,3025,4.259%,2491,4.174%
18,Charizard,3.01606%,2471,3.479%,2103,3.524%
19,Dragonite,2.85324%,3993,5.622%,3176,5.322%
20,Golem,1.89460%,4022,5.663%,3387,5.676%
21,Venusaur,1.17787%,2649,3.730%,2267,3.799%
22,Porygon,1.17546%,2164,3.047%,1635,2.740%
23,Arcanine,1.10490%,1191,1.677%,1070,1.793%
24,Golbat,1.02556%,501,0.705%,356,0.597%
25,Kingler,1.02079%,1486,2.092%,1165,1.952%
26,Gyarados,0.85801%,1482,2.087%,1277,2.140%
27,Dodrio,0.73986%,1060,1.493%,906,1.518%
28,Sandslash,0.69547%,1705,2.401%,1357,2.274%
29,Hypno,0.61369%,1686,2.374%,1552,2.601%
30,Raticate,0.60196%,427,0.601%,375,0.628%
31,Kangaskhan,0.60012%,657,0.925%,553,0.927%
32,Moltres,0.59427%,1450,2.042%,1140,1.910%
33,Clefable,0.57686%,1120,1.577%,976,1.636%
34,Nidoqueen,0.48626%,397,0.559%,331,0.555%
35,Machamp,0.46870%,1415,1.992%,1118,1.873%
36,Poliwrath,0.44623%,668,0.941%,540,0.905%
37,Kabutops,0.37553%,447,0.629%,373,0.625%
38,Flareon,0.31551%,364,0.513%,299,0.501%
39,Hitmonchan,0.30683%,163,0.230%,127,0.213%
40,Hitmonlee,0.22863%,610,0.859%,469,0.786%
41,Omastar,0.17762%,585,0.824%,501,0.840%
42,Golduck,0.17329%,222,0.313%,182,0.305%
43,Magikarp,0.15788%,65,0.092%,51,0.085%
44,Electabuzz,0.15712%,328,0.462%,272,0.456%
45,Electrode,0.14419%,755,1.063%,674,1.129%
46,Aerodactyl,0.09185%,674,0.949%,578,0.969%
47,Tangela,0.09122%,769,1.083%,539,0.903%
48,Pinsir,0.08577%,1001,1.409%,789,1.322%
49,Nidoking,0.07419%,1102,1.552%,897,1.503%
50,Vaporeon,0.06832%,462,0.651%,369,0.618%
51,Raichu,0.04624%,1445,2.035%,1144,1.917%
52,Scyther,0.04435%,388,0.546%,316,0.530%
53,Ninetales,0.04330%,693,0.976%,628,1.052%
54,Fearow,0.03900%,245,0.345%,189,0.317%
55,Weezing,0.03860%,538,0.758%,450,0.754%
56,Rapidash,0.03584%,365,0.514%,306,0.513%
57,Onix,0.02974%,393,0.553%,336,0.563%
58,Kadabra,0.02593%,143,0.201%,116,0.194%
59,Dugtrio,0.01479%,941,1.325%,804,1.347%
60,Wigglytuff,0.00819%,206,0.290%,182,0.305%
61,Pidgeot,0.00539%,406,0.572%,359,0.602%
62,Ditto,0.00429%,282,0.397%,244,0.409%
63,Primeape,0.00418%,255,0.359%,210,0.352%
64,Muk,0.00414%,354,0.498%,277,0.464%
65,Pikachu,0.00405%,379,0.534%,337,0.565%
66,Rhyhorn,0.00321%,65,0.092%,53,0.089%
67,Parasect,0.00267%,416,0.586%,381,0.638%
68,Exeggcute,0.00243%,87,0.123%,81,0.136%
69,Beedrill,0.00222%,240,0.338%,187,0.313%
70,Butterfree,0.00214%,283,0.398%,232,0.389%
71,Blastoise,0.00210%,920,1.295%,747,1.252%
72,Mr. Mime,0.00193%,222,0.313%,196,0.328%
73,Poliwhirl,0.00177%,100,0.141%,92,0.154%
74,Magmar,0.00145%,255,0.359%,206,0.345%
75,Ivysaur,0.00121%,60,0.084%,49,0.082%
76,Lickitung,0.00113%,56,0.079%,50,0.084%
77,Charmeleon,0.00108%,41,0.058%,35,0.059%
78,Meowth,0.00107%,31,0.044%,25,0.042%
79,Tentacruel,0.00098%,604,0.850%,473,0.793%
80,Vileplume,0.00093%,212,0.299%,180,0.302%
81,Graveler,0.00071%,70,0.099%,49,0.082%
82,Magneton,0.00062%,308,0.434%,239,0.401%
83,Arbok,0.00040%,166,0.234%,142,0.238%
84,Seadra,0.00018%,44,0.062%,36,0.060%
85,Farfetch'd,0.00017%,70,0.099%,47,0.079%
86,Venomoth,0.00014%,313,0.441%,288,0.483%
87,Dewgong,0.00006%,160,0.225%,144,0.241%
88,Seaking,0.00005%,116,0.163%,91,0.152%
89,Pidgeotto,0.00000%,42,0.059%,41,0.069%
90,Marowak,0.00000%,126,0.177%,105,0.176%
91,Dragonair,0.00000%,107,0.151%,85,0.142%
92,Machoke,0.00000%,25,0.035%,21,0.035%
93,Gloom,0.00000%,23,0.032%,18,0.030%
94,Jigglypuff,0.00000%,23,0.032%,21,0.035%
95,Gastly,0.00000%,47,0.066%,37,0.062%
96,Seel,0.00000%,5,0.007%,5,0.008%
97,Poliwag,0.00000%,20,0.028%,14,0.023%
98,Oddish,0.00000%,9,0.013%,8,0.013%
99,Paras,0.00000%,10,0.014%,7,0.012%
100,Growlithe,0.00000%,10,0.014%,10,0.017%
101,Omanyte,0.00000%,15,0.021%,14,0.023%
102,Slowpoke,0.00000%,9,0.013%,8,0.013%
103,Diglett,0.00000%,14,0.020%,9,0.015%
104,Tentacool,0.00000%,22,0.031%,20,0.034%
105,Magnemite,0.00000%,6,0.008%,5,0.008%
