Rank,Pokemon,Usage %,Raw,%,Real,%
1,Latios,41.93956%,29604,27.633%,21769,25.867%
2,Tyranitar,38.25581%,25087,23.416%,20755,24.662%
3,Landorus-Therian,27.19607%,14881,13.890%,12891,15.318%
4,Scizor,23.20420%,18182,16.971%,14236,16.916%
5,Ferrothorn,22.82256%,30094,28.090%,26155,31.079%
6,Alakazam,22.75943%,17175,16.031%,12215,14.514%
7,Excadrill,21.97207%,14979,13.982%,11163,13.264%
8,Garchomp,21.75124%,22872,21.349%,17644,20.965%
9,Skarmory,20.37543%,12420,11.593%,10884,12.933%
10,Jirachi,19.81793%,13573,12.669%,11432,13.584%
11,Politoed,17.68996%,17792,16.607%,16062,19.086%
12,Keldeo,15.87347%,14912,13.919%,11016,13.090%
13,Dragonite,15.66004%,18278,17.061%,13069,15.529%
14,Magnezone,14.15760%,14730,13.749%,11537,13.709%
15,Rotom-Wash,14.13831%,12022,11.221%,10169,12.083%
16,Reuniclus,13.76906%,10332,9.644%,7905,9.393%
17,Gliscor,13.40673%,14059,13.123%,11669,13.866%
18,Starmie,12.90482%,13193,12.314%,10138,12.046%
19,Jellicent,12.68139%,11109,10.369%,8907,10.584%
20,Tentacruel,11.41312%,13164,12.287%,9642,11.457%
21,Terrakion,10.25189%,5909,5.516%,4772,5.670%
22,Thundurus-Therian,9.92712%,10774,10.057%,8477,10.073%
23,Volcarona,9.73856%,14089,13.151%,10426,12.389%
24,Gastrodon,8.12704%,6965,6.501%,5756,6.840%
25,Mamoswine,7.96420%,7465,6.968%,5665,6.731%
26,Breloom,7.57220%,10909,10.183%,8373,9.949%
27,Heatran,7.40114%,7995,7.463%,6476,7.695%
28,Forretress,7.08399%,4870,4.546%,4257,5.058%
29,Kyurem-Black,6.76325%,8469,7.905%,6120,7.272%
30,Cloyster,5.79888%,7853,7.330%,5825,6.922%
31,Blissey,5.54070%,4309,4.022%,3399,4.039%
32,Celebi,5.45793%,2953,2.756%,2381,2.829%
33,Xatu,5.31840%,2299,2.146%,1891,2.247%
34,Slowbro,4.67519%,2040,1.904%,1565,1.860%
35,Hippowdon,4.38753%,2918,2.724%,2585,3.072%
36,Ninetales,4.37077%,4608,4.301%,4042,4.803%
37,Toxicroak,4.24263%,4089,3.817%,2982,3.543%
38,Salamence,3.95537%,6955,6.492%,5050,6.001%
39,Amoonguss,3.55537%,1491,1.392%,1203,1.429%
40,Gyarados,3.41899%,6118,5.711%,4695,5.579%
41,Cresselia,3.28101%,1391,1.298%,1087,1.292%
42,Abomasnow,3.16754%,1708,1.594%,1533,1.822%
43,Aerodactyl,3.13020%,1880,1.755%,1773,2.107%
44,Victini,3.04114%,1974,1.843%,1513,1.798%
45,Chansey,2.99266%,2974,2.776%,2308,2.742%
46,Hydreigon,2.88316%,7978,7.447%,6009,7.140%
47,Mienshao,2.66833%,2526,2.358%,2035,2.418%
48,Tornadus,2.59217%,1934,1.805%,1472,1.749%
49,Conkeldurr,2.47665%,6991,6.525%,5540,6.583%
50,Gengar,2.34477%,8360,7.803%,6234,7.408%
51,Latias,2.33691%,2863,2.672%,2042,2.426%
52,Lucario,2.25247%,2748,2.565%,2066,2.455%
53,Mew,2.23268%,1128,1.053%,937,1.113%
54,Clefable,2.22075%,1101,1.028%,955,1.135%
55,Froslass,1.78786%,1194,1.114%,1059,1.258%
56,Sceptile,1.77776%,859,0.802%,665,0.790%
