Rank,Pokemon,Usage %,Raw,%,Real,%
1,Dialga,58.36961%,69,18.649%,55,21.181%
2,Arceus-Ghost,55.89128%,48,12.973%,35,13.479%
3,Groudon,41.15527%,71,19.189%,50,19.255%
4,Forretress,40.03898%,36,9.730%,32,12.323%
5,Kyogre,36.12176%,84,22.703%,62,23.877%
6,Genesect,34.61302%,56,15.135%,42,16.175%
7,Kabutops,30.71061%,17,4.595%,9,3.466%
8,Arceus,30.55992%,55,14.865%,30,11.553%
9,Ho-Oh,28.56202%,41,11.081%,25,9.628%
10,Kyurem-White,23.80061%,48,12.973%,23,8.858%
11,Garchomp,23.79773%,36,9.730%,23,8.858%
12,Abomasnow,23.74032%,24,6.486%,24,9.243%
13,Terrakion,23.67303%,22,5.946%,10,3.851%
14,Latios,22.79731%,34,9.189%,23,8.858%
15,Mewtwo,16.46542%,65,17.568%,39,15.019%
16,Zekrom,15.50013%,37,10.000%,25,9.628%
17,Latias,13.96220%,15,4.054%,11,4.236%
18,Rayquaza,11.59593%,35,9.459%,27,10.398%
19,Giratina-Origin,10.73519%,51,13.784%,36,13.864%
20,Excadrill,9.60572%,25,6.757%,19,7.317%
21,Heatran,6.10133%,6,1.622%,4,1.540%
22,Arceus-Ground,5.95694%,5,1.351%,4,1.540%
23,Darkrai,5.09359%,51,13.784%,31,11.938%
24,Palkia,4.69710%,38,10.270%,29,11.168%
25,Arceus-Dark,4.11833%,5,1.351%,3,1.155%
26,Lugia,3.44241%,42,11.351%,26,10.013%
27,Salamence,2.50595%,27,7.297%,23,8.858%
28,Espeon,2.50595%,13,3.514%,9,3.466%
29,Deoxys-Attack,2.13027%,13,3.514%,9,3.466%
30,Reshiram,1.52030%,28,7.568%,16,6.162%
31,Rotom-Wash,1.52030%,19,5.135%,9,3.466%
32,Conkeldurr,1.52030%,15,4.054%,9,3.466%
33,Donphan,1.52030%,13,3.514%,12,4.621%
34,Arceus-Fighting,1.34254%,21,5.676%,13,5.006%
35,Kingdra,0.98757%,13,3.514%,8,3.081%
36,Cloyster,0.95375%,11,2.973%,6,2.311%
37,Omastar,0.63485%,16,4.324%,6,2.311%
38,Arceus-Grass,0.35964%,6,1.622%,4,1.540%
39,Ferrothorn,0.34211%,35,9.459%,26,10.013%
40,Volcarona,0.12719%,17,4.595%,9,3.466%
41,Glaceon,0.06728%,3,0.811%,2,0.770%
42,Arceus-Ice,0.06728%,2,0.541%,2,0.770%
43,Froslass,0.06728%,6,1.622%,6,2.311%
44,Regice,0.06728%,3,0.811%,3,1.155%
45,Hippowdon,0.06690%,7,1.892%,7,2.696%
46,Thundurus,0.06690%,14,3.784%,7,2.696%
47,Landorus-Therian,0.06029%,5,1.351%,4,1.540%
48,Virizion,0.06029%,3,0.811%,1,0.385%
49,Arceus-Poison,0.06029%,3,0.811%,3,1.155%
50,Celebi,0.05656%,10,2.703%,9,3.466%
51,Victini,0.05656%,18,4.865%,15,5.777%
52,Mew,0.05656%,13,3.514%,9,3.466%
53,Manaphy,0.05656%,14,3.784%,11,4.236%
54,Shaymin-Sky,0.05656%,29,7.838%,20,7.702%
55,Jirachi,0.05656%,10,2.703%,7,2.696%
56,Porygon-Z,0.00000%,1,0.270%,0,0.000%
57,Archeops,0.00000%,3,0.811%,3,1.155%
58,Gengar,0.00000%,14,3.784%,11,4.236%
