Rank,Pokemon,Usage %,Raw,%,Real,%
1,Groudon-Primal,83.94031%,270901,44.259%,214338,49.678%
2,Yveltal,45.64765%,112438,18.370%,83965,19.461%
3,Marshadow,45.26363%,165191,26.988%,116197,26.931%
4,Xerneas,43.82320%,187177,30.580%,128559,29.797%
5,Salamence-Mega,19.52044%,60659,9.910%,41230,9.556%
6,Arceus-Ground,18.65960%,32517,5.313%,24210,5.611%
7,Ho-Oh,18.24570%,52351,8.553%,37941,8.794%
8,Arceus,18.07168%,78211,12.778%,53206,12.332%
9,Arceus-Fairy,16.74418%,34081,5.568%,25211,5.843%
10,Kyogre-Primal,16.65892%,115451,18.862%,80837,18.736%
11,Magearna,13.52583%,27667,4.520%,20779,4.816%
12,Lucario-Mega,13.25495%,60199,9.835%,39911,9.250%
13,Arceus-Water,13.08456%,34111,5.573%,25732,5.964%
14,Gengar-Mega,11.78073%,43242,7.065%,29163,6.759%
15,Rayquaza,11.69064%,64687,10.568%,44261,10.259%
16,Giratina-Origin,10.11213%,45113,7.370%,32333,7.494%
17,Zygarde,9.87951%,57156,9.338%,39823,9.230%
18,Deoxys-Attack,8.74950%,41172,6.727%,28983,6.718%
19,Solgaleo,8.49095%,41195,6.730%,27527,6.380%
20,Lunala,7.81074%,40443,6.607%,26720,6.193%
21,Tapu Lele,6.62711%,16675,2.724%,12352,2.863%
22,Ferrothorn,6.33375%,21935,3.584%,17702,4.103%
23,Lugia,6.27129%,58512,9.560%,39879,9.243%
24,Mewtwo-Mega-Y,6.10397%,54614,8.923%,35579,8.246%
25,Cloyster,5.84647%,18423,3.010%,15025,3.482%
26,Smeargle,5.62467%,13206,2.158%,12081,2.800%
27,Deoxys-Speed,5.25901%,28135,4.597%,24855,5.761%
28,Excadrill,5.16770%,13924,2.275%,11532,2.673%
29,Shuckle,4.94098%,13635,2.228%,12148,2.816%
30,Ditto,4.62516%,11569,1.890%,8139,1.886%
31,Arceus-Dark,4.01702%,9639,1.575%,6800,1.576%
32,Sableye-Mega,3.96083%,8404,1.373%,7051,1.634%
33,Arceus-Ghost,3.94281%,16999,2.777%,11079,2.568%
34,Celesteela,3.92361%,12886,2.105%,9757,2.261%
35,Mewtwo,3.84406%,19277,3.149%,12774,2.961%
36,Kyurem-White,3.62140%,23153,3.783%,14841,3.440%
37,Aegislash,3.49093%,60647,9.908%,42138,9.766%
38,Arceus-Poison,3.36454%,8168,1.334%,5570,1.291%
39,Mewtwo-Mega-X,3.29929%,27816,4.544%,19020,4.408%
40,Arceus-Steel,2.96115%,13768,2.249%,9811,2.274%
41,Genesect,2.95209%,22315,3.646%,16159,3.745%
42,Dialga,2.87835%,29430,4.808%,21029,4.874%
43,Metagross-Mega,2.87105%,31382,5.127%,21792,5.051%
44,Greninja,2.46489%,33302,5.441%,26124,6.055%
45,Giratina,2.43886%,14401,2.353%,10023,2.323%
46,Shaymin-Sky,2.37881%,28183,4.604%,18681,4.330%
47,Chansey,2.29673%,14553,2.378%,10319,2.392%
48,Kyogre,2.21732%,11779,1.924%,8312,1.927%
49,Toxapex,2.12495%,14627,2.390%,11138,2.581%
50,Pheromosa,2.08167%,26998,4.411%,18325,4.247%
51,Dugtrio,2.07839%,5109,0.835%,3870,0.897%
52,Zekrom,2.06882%,18696,3.054%,12270,2.844%
53,Blaziken-Mega,2.05212%,46451,7.589%,31499,7.301%
54,Scizor-Mega,1.87685%,9461,1.546%,6704,1.554%
55,Blissey,1.80045%,9171,1.498%,6386,1.480%
56,Landorus,1.74522%,13832,2.260%,10201,2.364%
57,Palkia,1.68656%,19788,3.233%,13275,3.077%
58,Darkrai,1.66324%,47418,7.747%,32939,7.634%
59,Kangaskhan-Mega,1.57662%,24327,3.974%,18090,4.193%
60,Arceus-Rock,1.57165%,2541,0.415%,1783,0.413%
61,Muk-Alola,1.20525%,4186,0.684%,3145,0.729%
62,Tapu Koko,1.17254%,18710,3.057%,13032,3.020%
63,Landorus-Therian,1.07518%,13206,2.158%,10515,2.437%
64,Tyranitar,1.06981%,9879,1.614%,7200,1.669%
65,Deoxys-Defense,0.89326%,14503,2.369%,11069,2.566%
66,Arceus-Flying,0.88493%,2033,0.332%,1514,0.351%
67,Lopunny-Mega,0.80862%,7571,1.237%,5924,1.373%
68,Skarmory,0.74662%,7674,1.254%,6126,1.420%
69,Arceus-Electric,0.74432%,4766,0.779%,3234,0.750%
70,Clefable,0.73103%,6549,1.070%,4437,1.028%
71,Gothitelle,0.72868%,1709,0.279%,1130,0.262%
72,Klefki,0.64074%,3819,0.624%,3089,0.716%
73,Tyranitar-Mega,0.62335%,8724,1.425%,6098,1.413%
74,Blaziken,0.57759%,21581,3.526%,14721,3.412%
75,Tentacruel,0.57567%,3029,0.495%,2243,0.520%
76,Groudon,0.57541%,3622,0.592%,2735,0.634%
77,Forretress,0.54926%,5468,0.893%,4890,1.133%
78,Arceus-Dragon,0.52473%,5642,0.922%,3772,0.874%
79,Bronzong,0.48579%,2148,0.351%,1734,0.402%
80,Mawile-Mega,0.48052%,4056,0.663%,2877,0.667%
81,Gyarados-Mega,0.47709%,5075,0.829%,3783,0.877%
82,Greninja-Ash,0.43535%,40705,6.650%,29814,6.910%
83,Scolipede,0.41631%,3411,0.557%,2636,0.611%
84,Tapu Fini,0.39577%,6748,1.102%,4984,1.155%
85,Umbreon,0.37423%,6052,0.989%,4219,0.978%
86,Terrakion,0.35352%,1810,0.296%,1229,0.285%
87,Reshiram,0.33737%,10188,1.664%,6474,1.501%
88,Kartana,0.32704%,10573,1.727%,7149,1.657%
89,Arceus-Grass,0.30706%,2875,0.470%,1785,0.414%
90,Aerodactyl-Mega,0.28326%,2750,0.449%,1983,0.460%
91,Whimsicott,0.27159%,2788,0.455%,2059,0.477%
92,Arceus-Ice,0.27041%,2137,0.349%,1418,0.329%
93,Buzzwole,0.25266%,2541,0.415%,1660,0.385%
94,Aerodactyl,0.25169%,1339,0.219%,1003,0.232%
95,Sceptile-Mega,0.24155%,9501,1.552%,6373,1.477%
96,Garchomp,0.23482%,21687,3.543%,15095,3.499%
97,Slowbro-Mega,0.23251%,1362,0.223%,953,0.221%
98,Mimikyu,0.22009%,20916,3.417%,15353,3.558%
99,Wobbuffet,0.20962%,4848,0.792%,3452,0.800%
100,Flygon,0.20438%,3484,0.569%,2518,0.584%
101,Heatran,0.19317%,5902,0.964%,4328,1.003%
102,Beedrill-Mega,0.18284%,5170,0.845%,3572,0.828%
103,Latias,0.17239%,3031,0.495%,1938,0.449%
104,Weavile,0.16584%,7480,1.222%,5429,1.258%
105,Jirachi,0.16299%,5711,0.933%,3752,0.870%
106,Venusaur-Mega,0.16108%,8337,1.362%,5754,1.334%
107,Scizor,0.16066%,5085,0.831%,3601,0.835%
108,Alomomola,0.15749%,587,0.096%,420,0.097%
109,Arceus-Fire,0.15454%,2610,0.426%,1738,0.403%
110,Nihilego,0.15323%,3204,0.523%,2432,0.564%
111,Tapu Bulu,0.12197%,4471,0.730%,2878,0.667%
112,Latios,0.11915%,6057,0.990%,4015,0.931%
113,Xurkitree,0.11734%,3669,0.599%,2551,0.591%
114,Mew,0.10721%,8230,1.345%,5900,1.367%
115,Serperior,0.10546%,13133,2.146%,8355,1.936%
116,Thundurus,0.10380%,1710,0.279%,1241,0.288%
117,Raichu-Alola,0.10047%,5207,0.851%,3623,0.840%
118,Hoopa-Unbound,0.09987%,6455,1.055%,4337,1.005%
119,Solrock,0.09616%,217,0.035%,171,0.040%
120,Victini,0.09581%,4895,0.800%,3334,0.773%
121,Kyurem-Black,0.08959%,6973,1.139%,4544,1.053%
122,Galvantula,0.08503%,4300,0.703%,3840,0.890%
123,Cresselia,0.08368%,2324,0.380%,1583,0.367%
124,Manectric-Mega,0.08220%,3404,0.556%,2394,0.555%
125,Pinsir-Mega,0.07443%,2002,0.327%,1307,0.303%
126,Mantine,0.07378%,784,0.128%,554,0.128%
127,Charizard-Mega-X,0.06852%,22553,3.685%,16216,3.758%
128,Amoonguss,0.06839%,1586,0.259%,1090,0.253%
129,Volcarona,0.06752%,10032,1.639%,6508,1.508%
130,Mamoswine,0.06463%,3148,0.514%,2506,0.581%
131,Charizard-Mega-Y,0.06443%,12949,2.116%,9173,2.126%
132,Gliscor,0.06437%,12078,1.973%,8514,1.973%
133,Froslass,0.06402%,2349,0.384%,1784,0.413%
134,Arceus-Fighting,0.06127%,1453,0.237%,968,0.224%
135,Shedinja,0.05982%,4144,0.677%,2776,0.643%
136,Bisharp,0.05823%,8243,1.347%,5547,1.286%
137,Zapdos,0.05743%,6305,1.030%,4400,1.020%
138,Ninetales-Alola,0.05723%,6984,1.141%,4926,1.142%
139,Gengar,0.05682%,13847,2.262%,9520,2.206%
140,Breloom,0.05564%,5069,0.828%,3527,0.817%
141,Pikachu,0.05563%,5643,0.922%,4230,0.980%
142,Dragonite,0.05476%,14169,2.315%,10090,2.339%
143,Manaphy,0.05022%,3818,0.624%,2614,0.606%
144,Togekiss,0.04953%,6007,0.981%,4243,0.983%
145,Donphan,0.04921%,1496,0.244%,1215,0.282%
146,Gardevoir-Mega,0.04878%,8002,1.307%,5468,1.267%
147,Rotom-Wash,0.04748%,6281,1.026%,4414,1.023%
148,Banette-Mega,0.04691%,3149,0.514%,2277,0.528%
149,Espeon,0.04690%,4585,0.749%,3047,0.706%
150,Porygon2,0.04645%,3081,0.503%,2135,0.495%
151,Garchomp-Mega,0.04615%,8352,1.365%,5875,1.362%
152,Keldeo,0.04553%,3594,0.587%,2409,0.558%
153,Glalie-Mega,0.04301%,816,0.133%,590,0.137%
154,Porygon-Z,0.04267%,4600,0.752%,3403,0.789%
155,Pyukumuku,0.04248%,1802,0.294%,1293,0.300%
156,Diggersby,0.04123%,1124,0.184%,815,0.189%
157,Medicham-Mega,0.04094%,2573,0.420%,1738,0.403%
158,Masquerain,0.04029%,496,0.081%,412,0.095%
159,Azelf,0.04009%,1109,0.181%,886,0.205%
160,Infernape,0.03969%,9711,1.587%,6659,1.543%
161,Tangrowth,0.03951%,2545,0.416%,1675,0.388%
162,Gardevoir,0.03922%,5647,0.923%,3716,0.861%
163,Zygarde-10%,0.03904%,1609,0.263%,1167,0.270%
164,Deoxys,0.03900%,1979,0.323%,1382,0.320%
165,Golduck,0.03820%,1438,0.235%,1054,0.244%
166,Thundurus-Therian,0.03557%,3522,0.575%,2320,0.538%
167,Sharpedo-Mega,0.03526%,1570,0.257%,1136,0.263%
168,Arceus-Psychic,0.03516%,981,0.160%,672,0.156%
169,Hitmonlee,0.03427%,1346,0.220%,1012,0.235%
170,Druddigon,0.03301%,508,0.083%,376,0.087%
171,Gyarados,0.03076%,4699,0.768%,3447,0.799%
172,Swampert-Mega,0.03031%,6678,1.091%,5087,1.179%
173,Gallade-Mega,0.02861%,6451,1.054%,4513,1.046%
174,Magnezone,0.02838%,4125,0.674%,2801,0.649%
175,Mandibuzz,0.02832%,2540,0.415%,1826,0.423%
176,Krookodile,0.02820%,5228,0.854%,3805,0.882%
177,Staraptor,0.02816%,6577,1.075%,4791,1.110%
178,Salamence,0.02809%,6710,1.096%,4586,1.063%
179,Alakazam-Mega,0.02762%,5640,0.921%,3840,0.890%
180,Hydreigon,0.02744%,5804,0.948%,4068,0.943%
181,Abomasnow-Mega,0.02741%,2611,0.427%,1834,0.425%
182,Marowak-Alola,0.02723%,5358,0.875%,3742,0.867%
183,Snorlax,0.02711%,9027,1.475%,6397,1.483%
184,Metagross,0.02679%,5932,0.969%,3873,0.898%
185,Sableye,0.02616%,1415,0.231%,952,0.221%
186,Starmie,0.02581%,3072,0.502%,2059,0.477%
187,Gastrodon,0.02580%,1617,0.264%,1174,0.272%
188,Azumarill,0.02438%,4957,0.810%,3605,0.836%
189,Chandelure,0.02433%,4492,0.734%,3089,0.716%
190,Quagsire,0.02416%,1467,0.240%,1074,0.249%
191,Arcanine,0.02389%,6512,1.064%,4671,1.083%
192,Pelipper,0.02378%,2116,0.346%,1797,0.416%
193,Aron,0.02367%,1836,0.300%,1297,0.301%
194,Heracross-Mega,0.02315%,3793,0.620%,2563,0.594%
195,Chatot,0.02260%,778,0.127%,607,0.141%
