Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tyranitar,71.42048%,8359,36.321%,6850,36.987%
2,Swampert,50.81446%,7915,34.392%,6579,35.524%
3,Gengar,44.83601%,7478,32.493%,6141,33.159%
4,Skarmory,42.81289%,5715,24.833%,5308,28.661%
5,Metagross,31.80690%,6624,28.782%,5479,29.584%
6,Blissey,31.38198%,5308,23.064%,4368,23.586%
7,Magneton,27.31852%,3873,16.829%,2846,15.367%
8,Salamence,26.99405%,5728,24.889%,4515,24.379%
9,Zapdos,24.32402%,3769,16.377%,3384,18.272%
10,Aerodactyl,24.22259%,4087,17.759%,3119,16.841%
11,Snorlax,22.55565%,5770,25.072%,4695,25.351%
12,Dugtrio,21.57347%,3742,16.260%,2674,14.439%
13,Celebi,21.48890%,4390,19.075%,3667,19.800%
14,Suicune,18.33459%,3728,16.199%,3092,16.696%
15,Jolteon,14.39487%,2924,12.705%,2615,14.120%
16,Jirachi,13.55977%,2138,9.290%,1740,9.395%
17,Starmie,13.00092%,2840,12.340%,2174,11.739%
18,Heracross,12.11942%,2857,12.414%,2219,11.982%
19,Forretress,9.94082%,2563,11.137%,2260,12.203%
20,Flygon,7.66126%,1891,8.217%,1476,7.970%
21,Milotic,7.45054%,1897,8.243%,1554,8.391%
22,Claydol,6.55375%,1270,5.518%,1017,5.491%
23,Regice,5.70454%,1061,4.610%,852,4.600%
24,Moltres,4.88345%,504,2.190%,419,2.262%
25,Umbreon,4.34045%,1444,6.274%,1209,6.528%
26,Vaporeon,3.95601%,1049,4.558%,811,4.379%
27,Gyarados,2.87879%,1926,8.369%,1590,8.585%
28,Mr. Mime,2.81940%,601,2.611%,370,1.998%
29,Porygon2,2.77347%,988,4.293%,757,4.088%
30,Scizor,2.67801%,670,2.911%,468,2.527%
31,Regirock,2.52708%,192,0.834%,143,0.772%
32,Cloyster,2.51092%,834,3.624%,705,3.807%
33,Donphan,2.03946%,264,1.147%,198,1.069%
34,Hariyama,1.86862%,491,2.133%,422,2.279%
35,Raikou,1.18685%,661,2.872%,523,2.824%
36,Breloom,1.07943%,1170,5.084%,846,4.568%
37,Weezing,0.98659%,735,3.194%,602,3.251%
38,Camerupt,0.90882%,297,1.291%,236,1.274%
39,Smeargle,0.68424%,993,4.315%,737,3.980%
40,Marowak,0.67286%,927,4.028%,633,3.418%
41,Cacturne,0.64760%,412,1.790%,298,1.609%
42,Charizard,0.63926%,1264,5.492%,999,5.394%
43,Nidoking,0.59891%,319,1.386%,239,1.291%
44,Venusaur,0.58791%,1158,5.032%,942,5.086%
45,Medicham,0.51515%,831,3.611%,608,3.283%
46,Steelix,0.44830%,307,1.334%,254,1.372%
47,Alakazam,0.42594%,1512,6.570%,1166,6.296%
48,Machamp,0.36488%,739,3.211%,519,2.802%
49,Hypno,0.36263%,129,0.561%,105,0.567%
50,Blaziken,0.35451%,1697,7.374%,1323,7.144%
51,Mawile,0.35292%,53,0.230%,41,0.221%
52,Ludicolo,0.33465%,752,3.268%,607,3.278%
53,Registeel,0.31252%,139,0.604%,101,0.545%
54,Dragonite,0.30668%,1394,6.057%,1061,5.729%
55,Kingdra,0.30167%,641,2.785%,487,2.630%
56,Jynx,0.29028%,271,1.178%,188,1.015%
57,Gligar,0.27398%,94,0.408%,71,0.383%
58,Ninjask,0.22824%,1121,4.871%,1037,5.599%
59,Crobat,0.22570%,409,1.777%,330,1.782%
60,Rhydon,0.22288%,247,1.073%,194,1.048%
61,Cradily,0.20559%,368,1.599%,244,1.318%
62,Mantine,0.19269%,86,0.374%,65,0.351%
63,Dusclops,0.17835%,460,1.999%,374,2.019%
64,Houndoom,0.17162%,723,3.142%,560,3.024%
65,Tauros,0.16564%,164,0.713%,120,0.648%
66,Exploud,0.16390%,94,0.408%,51,0.275%
67,Dodrio,0.13466%,155,0.674%,126,0.680%
68,Arcanine,0.12664%,910,3.954%,742,4.007%
69,Sceptile,0.10721%,931,4.045%,791,4.271%
70,Aggron,0.09816%,301,1.308%,222,1.199%
71,Lapras,0.09214%,462,2.007%,369,1.992%
72,Slaking,0.08530%,510,2.216%,446,2.408%
73,Armaldo,0.07995%,212,0.921%,170,0.918%
74,Ursaring,0.07914%,133,0.578%,111,0.599%
75,Clefable,0.07786%,52,0.226%,38,0.205%
76,Gardevoir,0.06603%,638,2.772%,505,2.727%
77,Misdreavus,0.06329%,44,0.191%,37,0.200%
78,Blastoise,0.06137%,312,1.356%,254,1.372%
79,Articuno,0.05036%,134,0.582%,108,0.583%
80,Exeggutor,0.04766%,431,1.873%,346,1.868%
81,Pikachu,0.04749%,177,0.769%,140,0.756%
82,Bellossom,0.04645%,25,0.109%,19,0.103%
83,Shiftry,0.03557%,206,0.895%,161,0.869%
84,Sandslash,0.03426%,62,0.269%,50,0.270%
85,Typhlosion,0.03350%,258,1.121%,201,1.085%
86,Hitmontop,0.03180%,69,0.300%,53,0.286%
87,Solrock,0.03154%,65,0.282%,49,0.265%
88,Delcatty,0.03032%,38,0.165%,35,0.189%
89,Ditto,0.03029%,106,0.461%,79,0.427%
90,Espeon,0.02924%,334,1.451%,281,1.517%
91,Pinsir,0.02642%,20,0.087%,16,0.086%
92,Haunter,0.02445%,74,0.322%,60,0.324%
93,Cacnea,0.02344%,5,0.022%,5,0.027%
94,Shuckle,0.02256%,181,0.786%,121,0.653%
95,Kabutops,0.02109%,105,0.456%,84,0.454%
96,Kingler,0.02059%,11,0.048%,10,0.054%
97,Slowbro,0.01801%,73,0.317%,58,0.313%
98,Entei,0.01756%,73,0.317%,58,0.313%
99,Muk,0.01660%,61,0.265%,49,0.265%
100,Poliwrath,0.01660%,209,0.908%,162,0.875%
101,Electrode,0.01533%,182,0.791%,143,0.772%
102,Walrein,0.01403%,69,0.300%,53,0.286%
