Rank,Pokemon,Usage %,Raw,%,Real,%
1,Landorus-Therian,28.59119%,21748,15.225%,18484,17.046%
2,Clefable,20.92212%,15298,10.710%,11807,10.889%
3,Garchomp,18.36104%,17497,12.249%,14161,13.059%
4,Excadrill,17.58290%,14217,9.953%,10324,9.521%
5,Heatran,17.14539%,15193,10.636%,12468,11.498%
6,Keldeo,16.96838%,11093,7.766%,8191,7.554%
7,Latios,16.91044%,12257,8.581%,8577,7.910%
8,Bisharp,16.14843%,12496,8.748%,8745,8.065%
9,Rotom-Wash,15.59965%,16041,11.230%,13326,12.289%
10,Ferrothorn,15.33577%,18880,13.217%,16011,14.766%
11,Talonflame,13.24998%,14412,10.089%,10604,9.779%
12,Tornadus-Therian,12.88270%,5989,4.193%,4781,4.409%
13,Weavile,12.75503%,13244,9.272%,9691,8.937%
14,Tyranitar,12.58748%,12878,9.016%,10151,9.361%
15,Scizor-Mega,12.37799%,7249,5.075%,5652,5.212%
16,Skarmory,11.18421%,11502,8.052%,9747,8.989%
17,Zapdos,10.76057%,7312,5.119%,5945,5.483%
18,Medicham-Mega,10.59276%,5886,4.121%,4785,4.413%
19,Chansey,10.23786%,10970,7.680%,8051,7.425%
20,Starmie,10.19622%,10483,7.339%,7749,7.146%
21,Lopunny-Mega,9.72322%,10866,7.607%,8553,7.888%
22,Dragonite,9.16675%,15371,10.761%,10481,9.666%
23,Gengar,8.85894%,18193,12.736%,13014,12.002%
24,Magnezone,8.77150%,9396,6.578%,7232,6.669%
25,Diancie-Mega,8.31825%,5579,3.906%,4667,4.304%
26,Breloom,8.23493%,8484,5.939%,6179,5.698%
27,Manaphy,7.84901%,6024,4.217%,4385,4.044%
28,Azumarill,7.74952%,11884,8.320%,9183,8.469%
29,Jirachi,7.65545%,6152,4.307%,4794,4.421%
30,Amoonguss,7.61358%,4632,3.243%,3531,3.256%
31,Thundurus,6.50397%,4883,3.418%,3772,3.479%
32,Mew,6.22851%,7463,5.225%,6060,5.589%
33,Gliscor,6.20887%,12254,8.579%,9535,8.793%
34,Venusaur-Mega,6.02089%,7633,5.344%,5862,5.406%
35,Kyurem-Black,5.92636%,5679,3.976%,3948,3.641%
