Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tornadus-Therian,26.60865%,6454,6.823%,5396,7.337%
2,Manaphy,24.82774%,5670,5.994%,4228,5.749%
3,Excadrill,23.21730%,13039,13.784%,9967,13.551%
4,Clefable,21.00876%,12586,13.305%,10037,13.647%
5,Garchomp,21.00189%,13348,14.110%,10824,14.717%
6,Ferrothorn,20.39463%,14197,15.008%,12240,16.642%
7,Heatran,19.65356%,10929,11.553%,9202,12.511%
8,Landorus-Therian,19.58301%,14558,15.389%,12669,17.225%
9,Keldeo,18.05470%,8675,9.170%,6691,9.097%
10,Latios,17.94753%,8135,8.600%,6066,8.248%
11,Politoed,15.75454%,3063,3.238%,2849,3.874%
12,Kingdra,15.63619%,2984,3.154%,2246,3.054%
13,Swampert-Mega,15.54616%,3464,3.662%,2845,3.868%
14,Tyranitar,15.09036%,10310,10.899%,8213,11.167%
15,Rotom-Wash,14.71220%,11533,12.192%,9608,13.063%
16,Gengar,13.66564%,11138,11.774%,8177,11.118%
17,Bisharp,13.23349%,7973,8.428%,5716,7.772%
18,Scizor-Mega,13.10141%,6541,6.915%,5183,7.047%
19,Serperior,11.22903%,8824,9.328%,6590,8.960%
20,Azumarill,10.21747%,9155,9.678%,6933,9.426%
21,Metagross-Mega,10.19795%,8916,9.425%,6777,9.214%
22,Thundurus,9.52899%,4481,4.737%,3501,4.760%
23,Skarmory,8.97673%,7158,7.567%,6135,8.341%
24,Talonflame,8.66260%,12736,13.463%,9684,13.167%
25,Gliscor,8.63262%,9097,9.616%,7131,9.696%
26,Zapdos,7.00541%,5118,5.410%,4145,5.636%
27,Chansey,6.86780%,6880,7.273%,5283,7.183%
28,Starmie,6.67666%,7009,7.409%,5378,7.312%
29,Heracross-Mega,6.40138%,2469,2.610%,1831,2.489%
30,Weavile,6.32714%,9201,9.726%,6888,9.365%
31,Slowbro-Mega,5.83186%,1684,1.780%,1343,1.826%
32,Medicham-Mega,5.72652%,3449,3.646%,2851,3.876%
33,Breloom,5.55178%,6127,6.477%,4690,6.377%
34,Shuckle,5.51258%,2400,2.537%,2227,3.028%
35,Magnezone,5.38179%,7106,7.512%,5488,7.462%
36,Dragonite,5.32329%,8720,9.218%,6180,8.403%
37,Tangrowth,5.17485%,2777,2.936%,2245,3.052%
38,Diancie-Mega,4.95174%,3397,3.591%,2800,3.807%
39,Lopunny-Mega,4.78547%,4764,5.036%,3885,5.282%
40,Latias,4.18835%,3177,3.358%,2329,3.167%
41,Pinsir-Mega,4.13459%,3171,3.352%,2344,3.187%
42,Alakazam-Mega,4.11831%,2466,2.607%,1799,2.446%
43,Amoonguss,4.07867%,4742,5.013%,3665,4.983%
44,Jirachi,3.98755%,3001,3.172%,2365,3.216%
45,Volcarona,3.95009%,4296,4.541%,3080,4.188%
46,Suicune,3.83300%,2207,2.333%,1807,2.457%
47,Charizard-Mega-X,3.78579%,6866,7.258%,5270,7.165%
48,Slowbro,3.50244%,3661,3.870%,2861,3.890%
49,Azelf,3.27367%,3265,3.451%,2934,3.989%
50,Mew,3.12782%,3090,3.266%,2477,3.368%
51,Venusaur-Mega,3.12594%,4536,4.795%,3558,4.838%
52,Crawdaunt,2.97633%,1448,1.531%,1049,1.426%
53,Gardevoir-Mega,2.96111%,4661,4.927%,3455,4.698%
54,Metagross,2.71181%,1838,1.943%,1449,1.970%
55,Raikou,2.70170%,1631,1.724%,1237,1.682%
56,Hydreigon,2.39105%,3226,3.410%,2465,3.351%
57,Staraptor,2.16457%,1801,1.904%,1386,1.884%
58,Hippowdon,1.88651%,2971,3.141%,2659,3.615%
59,Victini,1.71140%,1291,1.365%,1059,1.440%
60,Kyurem-Black,1.70207%,2737,2.893%,2040,2.774%
61,Klefki,1.69195%,1549,1.637%,1355,1.842%
62,Manectric-Mega,1.67047%,2969,3.139%,2356,3.203%
63,Charizard-Mega-Y,1.64773%,5776,6.106%,4595,6.247%
64,Alakazam,1.52455%,2525,2.669%,1809,2.460%
65,Gyarados-Mega,1.40086%,2347,2.481%,1877,2.552%
66,Nidoking,1.37448%,1711,1.809%,1350,1.835%
67,Kyurem,1.33119%,559,0.591%,422,0.574%
68,Cresselia,1.31422%,1379,1.458%,884,1.202%
69,Tyranitar-Mega,1.31243%,1899,2.007%,1516,2.061%
70,Terrakion,1.30877%,1006,1.063%,776,1.055%
71,Sceptile-Mega,1.28196%,2636,2.787%,2014,2.738%
72,Latias-Mega,1.25640%,989,1.045%,737,1.002%
73,Altaria-Mega,1.24588%,1913,2.022%,1427,1.940%
74,Chesnaught,1.22856%,952,1.006%,758,1.031%
75,Tentacruel,1.20657%,2136,2.258%,1721,2.340%
76,Scizor,1.20286%,4294,4.539%,3303,4.491%
77,Doublade,1.19692%,688,0.727%,560,0.761%
78,Jellicent,1.07755%,854,0.903%,674,0.916%
79,Alomomola,1.07659%,599,0.633%,509,0.692%
80,Meowstic,1.06957%,582,0.615%,484,0.658%
81,Togekiss,1.05838%,4202,4.442%,3046,4.141%
82,Thundurus-Therian,1.03433%,1083,1.145%,811,1.103%
83,Mamoswine,1.01423%,1907,2.016%,1483,2.016%
84,Celebi,0.98493%,528,0.558%,418,0.568%
85,Reuniclus,0.97849%,1094,1.156%,835,1.135%
86,Volcanion,0.93542%,3507,3.707%,2804,3.812%
87,Quagsire,0.90237%,862,0.911%,668,0.908%
88,Gastrodon,0.88772%,1252,1.323%,980,1.332%
89,Hawlucha,0.85783%,1628,1.721%,1137,1.546%
90,Zygarde,0.83218%,786,0.831%,597,0.812%
91,Blastoise-Mega,0.79494%,1780,1.882%,1442,1.961%
92,Donphan,0.74570%,674,0.712%,557,0.757%
93,Salamence,0.71591%,2126,2.247%,1597,2.171%
94,Scolipede,0.65000%,1043,1.103%,807,1.097%
95,Aerodactyl-Mega,0.64001%,789,0.834%,591,0.804%
96,Hoopa,0.55188%,313,0.331%,210,0.286%
