Rank,Pokemon,Usage %,Raw,%,Real,%
1,Scizor,48.43745%,8335,22.776%,6672,23.283%
2,Hippowdon,23.74628%,2615,7.146%,2264,7.901%
3,Nidoking,19.70341%,2546,6.957%,1940,6.770%
4,Magneton,19.63903%,1616,4.416%,1243,4.338%
5,Mandibuzz,17.13287%,1013,2.768%,809,2.823%
6,Stoutland,17.10637%,603,1.648%,521,1.818%
7,Blissey,17.04567%,2768,7.564%,2131,7.436%
8,Krookodile,16.93220%,3969,10.845%,3339,11.652%
9,Gligar,16.56082%,2536,6.930%,2119,7.395%
10,Hydreigon,15.38935%,4170,11.395%,3188,11.125%
11,Latias,14.82589%,3832,10.471%,2791,9.740%
12,Aggron-Mega,12.38812%,3254,8.892%,2818,9.834%
13,Amoonguss,12.37267%,3068,8.383%,2397,8.365%
14,Alomomola,12.16820%,1814,4.957%,1421,4.959%
15,Cobalion,12.11958%,1670,4.563%,1399,4.882%
16,Rotom-Heat,12.01894%,3197,8.736%,2697,9.412%
17,Muk-Alola,10.81767%,2298,6.279%,1839,6.417%
18,Togekiss,10.61916%,3472,9.487%,2679,9.349%
19,Primarina,9.32862%,2112,5.771%,1640,5.723%
20,Altaria-Mega,9.04738%,2577,7.042%,1943,6.780%
21,Suicune,8.73293%,1843,5.036%,1523,5.315%
22,Beedrill-Mega,8.54134%,5509,15.054%,4331,15.114%
23,Mamoswine,8.43769%,2031,5.550%,1657,5.782%
24,Sylveon,8.33453%,2476,6.766%,1790,6.246%
25,Moltres,8.32940%,1544,4.219%,1246,4.348%
26,Sharpedo-Mega,8.13132%,1917,5.238%,1420,4.955%
27,Celebi,8.01661%,1629,4.451%,1226,4.278%
28,Pyukumuku,7.55532%,403,1.101%,317,1.106%
29,Froslass,7.52727%,1144,3.126%,1029,3.591%
30,Mimikyu,7.50317%,2956,8.077%,2197,7.667%
31,Aerodactyl-Mega,7.33282%,3810,10.411%,2893,10.095%
32,Empoleon,7.15332%,2442,6.673%,2074,7.237%
33,Manectric-Mega,7.11850%,2955,8.075%,2299,8.023%
34,Terrakion,6.93958%,1546,4.225%,1097,3.828%
35,Zeraora,6.82768%,4360,11.914%,3382,11.802%
36,Tentacruel,6.69724%,1912,5.225%,1519,5.301%
37,Infernape,6.65434%,5047,13.791%,3874,13.519%
38,Quagsire,5.14800%,1347,3.681%,1074,3.748%
39,Swampert,5.06066%,2018,5.514%,1777,6.201%
40,Volcanion,4.36227%,1770,4.837%,1452,5.067%
41,Pidgeot-Mega,4.20398%,1383,3.779%,1056,3.685%
42,Bisharp,4.08619%,2139,5.845%,1591,5.552%
43,Chandelure,3.85228%,2969,8.113%,2151,7.506%
44,Feraligatr,3.66352%,2301,6.288%,1740,6.072%
45,Rhyperior,3.47113%,631,1.724%,532,1.856%
46,Lucario,3.46761%,1578,4.312%,1171,4.086%
47,Doublade,3.45970%,1215,3.320%,965,3.367%
48,Steelix-Mega,3.32924%,759,2.074%,662,2.310%
49,Mew,3.21394%,1723,4.708%,1359,4.742%
50,Chesnaught,3.09312%,2145,5.861%,1682,5.870%
51,Blastoise-Mega,3.06379%,929,2.539%,772,2.694%
52,Azelf,3.02118%,2309,6.309%,1991,6.948%
53,Gengar,2.99400%,2172,5.935%,1586,5.535%
54,Donphan,2.98086%,1121,3.063%,990,3.455%
55,Araquanid,2.97581%,759,2.074%,679,2.369%
56,Diancie,2.92288%,288,0.787%,230,0.803%
57,Roserade,2.82836%,462,1.262%,362,1.263%
58,Starmie,2.56748%,1419,3.877%,1063,3.709%
59,Mienshao,2.45154%,926,2.530%,740,2.582%
60,Crawdaunt,2.38108%,1968,5.378%,1538,5.367%
61,Slowbro-Mega,2.29298%,599,1.637%,472,1.647%
62,Klefki,2.24418%,1656,4.525%,1435,5.008%
63,Xatu,2.09322%,278,0.760%,228,0.796%
64,Linoone,2.07355%,378,1.033%,293,1.022%
65,Haxorus,2.01636%,2893,7.905%,2062,7.196%
66,Nihilego,1.91015%,1664,4.547%,1318,4.599%
67,Zygarde-10%,1.90242%,552,1.508%,427,1.490%
68,Stakataka,1.87568%,834,2.279%,683,2.383%
69,Raikou,1.70344%,516,1.410%,368,1.284%
70,Slaking,1.66945%,229,0.626%,178,0.621%
71,Slowbro,1.65542%,630,1.721%,499,1.741%
72,Sceptile-Mega,1.51828%,1150,3.142%,835,2.914%
73,Seismitoad,1.39992%,335,0.915%,300,1.047%
74,Tornadus,1.36349%,226,0.618%,173,0.604%
75,Bronzong,1.25032%,531,1.451%,476,1.661%
76,Mantine,1.16090%,789,2.156%,655,2.286%
77,Nidoqueen,1.14614%,600,1.640%,533,1.860%
78,Rotom-Mow,1.11959%,630,1.721%,498,1.738%
79,Crobat,1.11207%,2505,6.845%,1984,6.923%
80,Shuckle,0.97302%,774,2.115%,731,2.551%
81,Houndoom-Mega,0.93875%,439,1.200%,303,1.057%
82,Kyurem,0.93857%,348,0.951%,256,0.893%
83,Umbreon,0.81792%,1608,4.394%,1232,4.299%
84,Goodra,0.71379%,631,1.724%,452,1.577%
85,Metagross,0.69545%,930,2.541%,722,2.520%
86,Absol-Mega,0.69354%,770,2.104%,641,2.237%
87,Bewear,0.68467%,390,1.066%,304,1.061%
88,Darmanitan,0.66019%,1058,2.891%,827,2.886%
89,Lanturn,0.60748%,232,0.634%,198,0.691%
90,Uxie,0.60297%,231,0.631%,213,0.743%
91,Ditto,0.58288%,498,1.361%,401,1.399%
92,Cofagrigus,0.58253%,631,1.724%,488,1.703%
93,Tsareena,0.57486%,503,1.374%,411,1.434%
94,Florges,0.57417%,547,1.495%,413,1.441%
95,Charizard,0.57188%,245,0.669%,189,0.660%
96,Leafeon,0.55592%,197,0.538%,158,0.551%
97,Raichu,0.55481%,219,0.598%,169,0.590%
98,Aurorus,0.54399%,253,0.691%,184,0.642%
99,Arcanine,0.54148%,1020,2.787%,813,2.837%
100,Heliolisk,0.53626%,218,0.596%,164,0.572%
101,Forretress,0.53530%,772,2.110%,705,2.460%
102,Reuniclus,0.50959%,502,1.372%,403,1.406%
103,Vileplume,0.50086%,250,0.683%,197,0.687%
104,Heracross,0.47325%,1097,2.998%,833,2.907%
105,Porygon2,0.47267%,846,2.312%,664,2.317%
106,Entei,0.40616%,441,1.205%,369,1.288%
107,Golisopod,0.38904%,511,1.396%,403,1.406%
108,Toxicroak,0.38071%,422,1.153%,324,1.131%
109,Necrozma,0.38045%,269,0.735%,208,0.726%
110,Salazzle,0.37846%,385,1.052%,292,1.019%
111,Cloyster,0.37588%,894,2.443%,680,2.373%
112,Galvantula,0.36248%,1004,2.743%,894,3.120%
113,Snorlax,0.35270%,797,2.178%,627,2.188%
114,Meloetta,0.34148%,514,1.405%,369,1.288%
115,Espeon,0.33727%,829,2.265%,649,2.265%
116,Venomoth,0.33440%,344,0.940%,246,0.858%
117,Vaporeon,0.31669%,738,2.017%,616,2.150%
118,Shaymin,0.31431%,141,0.385%,107,0.373%
119,Tyrantrum,0.31278%,484,1.323%,363,1.267%
120,Camerupt-Mega,0.30874%,198,0.541%,162,0.565%
121,Registeel,0.27514%,204,0.557%,163,0.569%
122,Braviary,0.27268%,140,0.383%,106,0.370%
123,Cresselia,0.27180%,479,1.309%,377,1.316%
124,Milotic,0.27166%,733,2.003%,597,2.083%
125,Marowak-Alola,0.26956%,380,1.038%,292,1.019%
126,Flygon,0.26935%,513,1.402%,407,1.420%
127,Mudsdale,0.24234%,203,0.555%,173,0.604%
128,Meganium,0.22411%,59,0.161%,49,0.171%
129,Spiritomb,0.22282%,208,0.568%,154,0.537%
130,Talonflame,0.22224%,355,0.970%,265,0.925%
131,Honchkrow,0.22128%,435,1.189%,336,1.173%
132,Gardevoir,0.21792%,546,1.492%,403,1.406%
133,Swellow,0.21285%,342,0.935%,260,0.907%
134,Ambipom,0.21121%,430,1.175%,368,1.284%
135,Hitmonchan,0.20472%,92,0.251%,80,0.279%
136,Qwilfish,0.20166%,46,0.126%,41,0.143%
137,Hoopa,0.19992%,219,0.598%,175,0.611%
138,Pangoro,0.19895%,170,0.465%,134,0.468%
139,Audino-Mega,0.19041%,180,0.492%,121,0.422%
140,Lycanroc-Dusk,0.18732%,415,1.134%,312,1.089%
141,Zoroark,0.17633%,625,1.708%,295,1.029%
142,Sceptile,0.17492%,447,1.221%,338,1.179%
143,Slowking,0.16904%,164,0.448%,117,0.408%
144,Ampharos-Mega,0.16853%,424,1.159%,316,1.103%
145,Togedemaru,0.16700%,88,0.240%,77,0.269%
146,Machamp,0.15415%,839,2.293%,653,2.279%
147,Weezing,0.14932%,299,0.817%,264,0.921%
148,Yanmega,0.14690%,319,0.872%,222,0.775%
149,Jolteon,0.14287%,790,2.159%,622,2.171%
150,Virizion,0.13838%,138,0.377%,111,0.387%
151,Exeggutor-Alola,0.13249%,158,0.432%,110,0.384%
152,Aerodactyl,0.12834%,217,0.593%,194,0.677%
153,Jellicent,0.12708%,144,0.393%,116,0.405%
154,Palossand,0.12019%,142,0.388%,121,0.422%
155,Hitmontop,0.11837%,190,0.519%,163,0.569%
156,Primeape,0.10770%,132,0.361%,102,0.356%
157,Wigglytuff,0.10755%,65,0.178%,62,0.216%
158,Gastrodon,0.10590%,322,0.880%,269,0.939%
159,Parasect,0.10369%,23,0.063%,15,0.052%
160,Typhlosion,0.10013%,412,1.126%,310,1.082%
161,Banette-Mega,0.09666%,498,1.361%,392,1.368%
162,Lycanroc,0.09642%,97,0.265%,75,0.262%
163,Slurpuff,0.09574%,317,0.866%,254,0.886%
164,Sneasel,0.09321%,47,0.128%,33,0.115%
165,Vikavolt-Totem,0.09288%,8,0.022%,7,0.024%
166,Ursaring,0.09003%,137,0.374%,105,0.366%
167,Gigalith,0.08953%,226,0.618%,201,0.701%
168,Comfey,0.07427%,165,0.451%,118,0.412%
169,Gallade,0.07386%,92,0.251%,72,0.251%
170,Venusaur,0.07305%,494,1.350%,400,1.396%
171,Rotom-Fan,0.07209%,45,0.123%,40,0.140%
