Rank,Pokemon,Usage %,Raw,%,Real,%
1,Jirachi,29.67676%,76355,14.974%,64083,15.531%
2,Skarmory,26.02469%,97868,19.192%,86595,20.987%
3,Krookodile,25.42369%,75159,14.739%,63982,15.507%
4,Rotom-Wash,21.12953%,85863,16.838%,76166,18.460%
5,Blissey,19.20661%,57912,11.357%,47015,11.395%
6,Weezing-Galar,19.10305%,57724,11.320%,49071,11.893%
7,Keldeo,16.51077%,48676,9.546%,39333,9.533%
8,Terrakion,16.33225%,50599,9.923%,40510,9.818%
9,Incineroar,15.70957%,71430,14.008%,61704,14.955%
10,Slowking,15.70454%,37200,7.295%,30968,7.505%
11,Kyurem,14.37312%,54234,10.635%,40815,9.892%
12,Noivern,14.10369%,57386,11.254%,45718,11.080%
13,Tyranitar,11.60998%,70686,13.862%,57079,13.834%
14,Hatterene,11.54425%,36261,7.111%,29806,7.224%
15,Tentacruel,10.47887%,25732,5.046%,21880,5.303%
16,Crawdaunt,10.11661%,43903,8.610%,34851,8.446%
17,Mimikyu,10.08575%,38707,7.591%,29301,7.101%
18,Cobalion,9.82698%,36682,7.193%,31024,7.519%
19,Grimmsnarl,9.77671%,41960,8.229%,35790,8.674%
20,Mienshao,8.50206%,41024,8.045%,34647,8.397%
21,Rotom-Mow,8.45471%,12436,2.439%,10917,2.646%
22,Doublade,8.39573%,25684,5.037%,21033,5.098%
23,Obstagoon,8.19972%,29505,5.786%,23229,5.630%
24,Lycanroc-Dusk,8.11447%,49091,9.627%,38339,9.292%
25,Aegislash,7.97288%,37396,7.333%,30540,7.402%
26,Sylveon,7.51423%,43798,8.589%,34409,8.339%
27,Palossand,7.23696%,26388,5.175%,22270,5.397%
28,Celebi,6.65735%,34154,6.698%,26869,6.512%
29,Talonflame,6.42405%,31248,6.128%,24558,5.952%
30,Golisopod,5.67132%,17825,3.496%,14570,3.531%
31,Porygon-Z,5.65871%,34400,6.746%,26174,6.344%
32,Starmie,5.57106%,32420,6.358%,25635,6.213%
33,Toxtricity,5.27790%,43322,8.496%,34054,8.253%
34,Klefki,5.18068%,22635,4.439%,20073,4.865%
35,Rhyperior,5.03643%,24037,4.714%,19742,4.785%
