Rank,Pokemon,Usage %,Raw,%,Real,%
1,Cinderace,34.58732%,1062036,29.638%,850802,30.264%
2,Clefable,34.09047%,572596,15.979%,446046,15.866%
3,Mandibuzz,33.57604%,551889,15.401%,439902,15.648%
4,Toxapex,32.24609%,534281,14.910%,439981,15.650%
5,Magearna,30.78290%,863350,24.093%,699211,24.871%
6,Excadrill,28.89721%,608421,16.979%,488976,17.393%
7,Dragapult,27.89335%,811478,22.646%,592495,21.075%
8,Hippowdon,21.62716%,323668,9.033%,283795,10.095%
9,Zeraora,19.50779%,642181,17.921%,503719,17.918%
10,Rillaboom,18.20667%,672396,18.764%,527265,18.755%
11,Urshifu,18.16774%,632972,17.664%,485271,17.261%
12,Volcarona,14.88365%,582663,16.260%,431534,15.350%
13,Ferrothorn,14.82571%,486840,13.586%,416572,14.818%
14,Rotom-Heat,14.20418%,301761,8.421%,254871,9.066%
15,Chansey,11.96007%,242625,6.771%,186590,6.637%
16,Slowbro,10.67339%,287658,8.028%,227186,8.081%
17,Corviknight,10.02973%,405656,11.321%,311331,11.074%
18,Blissey,9.20023%,105693,2.950%,82399,2.931%
19,Togekiss,9.03027%,351850,9.819%,270567,9.624%
20,Hydreigon,8.92217%,277801,7.753%,210182,7.476%
21,Azumarill,8.91316%,428392,11.955%,336616,11.974%
22,Amoonguss,8.32034%,292761,8.170%,237751,8.457%
23,Tangrowth,7.19569%,203561,5.681%,162498,5.780%
24,Weezing-Galar,7.15928%,87929,2.454%,72694,2.586%
25,Pelipper,6.75080%,255794,7.138%,235554,8.379%
26,Skarmory,6.64203%,95902,2.676%,80685,2.870%
27,Kommo-o,6.64061%,281775,7.863%,228517,8.129%
28,Crawdaunt,6.43963%,120612,3.366%,92297,3.283%
29,Urshifu-Rapid-Strike,6.13457%,277632,7.748%,214183,7.619%
30,Hawlucha,6.08278%,308627,8.613%,213525,7.595%
31,Seismitoad,5.55423%,121727,3.397%,101942,3.626%
32,Venusaur,4.62920%,142466,3.976%,112756,4.011%
33,Quagsire,4.54137%,42861,1.196%,33619,1.196%
34,Magnezone,4.22092%,265999,7.423%,214418,7.627%
35,Toxtricity,4.18318%,76896,2.146%,58768,2.090%
36,Alakazam,3.92125%,299440,8.356%,205447,7.308%
37,Torkoal,3.87074%,124084,3.463%,116528,4.145%
38,Kyurem,3.83876%,73430,2.049%,54606,1.942%
39,Mew,3.79130%,188096,5.249%,160732,5.717%
40,Scizor,3.30252%,266508,7.437%,209031,7.435%
41,Hatterene,3.30059%,143990,4.018%,114457,4.071%
42,Marowak-Alola,3.28973%,298250,8.323%,241960,8.607%
43,Primarina,3.28571%,99819,2.786%,79187,2.817%
44,Kingdra,3.24380%,220243,6.146%,167873,5.971%
45,Aegislash,3.18660%,134790,3.762%,102915,3.661%
46,Gengar,2.91735%,164117,4.580%,120328,4.280%
47,Rhyperior,2.56897%,54324,1.516%,44816,1.594%
48,Bisharp,2.36611%,181386,5.062%,130735,4.650%
49,Diggersby,2.32472%,58457,1.631%,45097,1.604%
50,Lycanroc-Dusk,2.05051%,100975,2.818%,80010,2.846%
51,Slowbro-Galar,1.98714%,81239,2.267%,62291,2.216%
52,Mantine,1.97593%,68194,1.903%,55755,1.983%
53,Ditto,1.93643%,56799,1.585%,40911,1.455%
54,Barraskewda,1.83942%,107091,2.989%,82480,2.934%
55,Weavile,1.73305%,115389,3.220%,86861,3.090%
56,Terrakion,1.73246%,77545,2.164%,66814,2.377%
57,Keldeo,1.52726%,47602,1.328%,37210,1.324%
58,Reuniclus,1.51539%,31125,0.869%,22945,0.816%
59,Necrozma,1.50234%,33367,0.931%,24574,0.874%
60,Talonflame,1.42081%,72700,2.029%,56626,2.014%
61,Rotom-Wash,1.33636%,111471,3.111%,94522,3.362%
62,Dracozolt,1.29558%,51665,1.442%,40367,1.436%
63,Jirachi,1.25130%,69586,1.942%,55336,1.968%
64,Grimmsnarl,1.21215%,127138,3.548%,106126,3.775%
65,Mamoswine,1.18803%,71407,1.993%,57747,2.054%
66,Chandelure,1.16074%,78740,2.197%,61699,2.195%
67,Ninetales-Alola,1.11184%,77705,2.169%,63582,2.262%
68,Tyranitar,1.10306%,121929,3.403%,97497,3.468%
69,Conkeldurr,1.09762%,135239,3.774%,104523,3.718%
70,Scolipede,1.08806%,110579,3.086%,81000,2.881%
71,Krookodile,1.07949%,89282,2.492%,71432,2.541%
72,Ninetales,1.03160%,36324,1.014%,29782,1.059%
73,Indeedee,1.01649%,79903,2.230%,65536,2.331%
74,Haxorus,0.91307%,89380,2.494%,63824,2.270%
75,Charizard,0.86682%,79893,2.230%,60070,2.137%
76,Gyarados,0.86157%,117065,3.267%,90605,3.223%
77,Shuckle,0.84877%,79989,2.232%,73804,2.625%
78,Cloyster,0.82452%,95915,2.677%,68829,2.448%
79,Heracross,0.70286%,48271,1.347%,35157,1.251%
80,Xatu,0.66717%,15193,0.424%,11681,0.416%
81,Gastrodon,0.66586%,38118,1.064%,30203,1.074%
82,Dragalge,0.61578%,45299,1.264%,35527,1.264%
83,Druddigon,0.51257%,32184,0.898%,29083,1.035%
84,Sandslash-Alola,0.50001%,13630,0.380%,10434,0.371%
85,Arcanine,0.45346%,57581,1.607%,46519,1.655%
86,Darmanitan,0.44673%,53049,1.480%,42004,1.494%
87,Vaporeon,0.43465%,23781,0.664%,18436,0.656%
88,Umbreon,0.42039%,39634,1.106%,28778,1.024%
89,Porygon-Z,0.40306%,68050,1.899%,50583,1.799%
90,Starmie,0.38409%,45780,1.278%,34043,1.211%
91,Ribombee,0.36669%,30610,0.854%,26726,0.951%
