Rank,Pokemon,Usage %,Raw,%,Real,%
1,Latias,48.03149%,36166,27.206%,28533,25.918%
2,Jirachi,47.34219%,34724,26.121%,29031,26.371%
3,Tyranitar,43.93708%,47304,35.584%,38532,35.001%
4,Heatran,33.44086%,31435,23.647%,26823,24.365%
5,Gyarados,24.38367%,27985,21.051%,23475,21.324%
6,Scizor,23.44046%,27396,20.608%,22294,20.251%
7,Breloom,21.50352%,21579,16.233%,17509,15.905%
8,Metagross,20.58409%,24846,18.690%,21687,19.700%
9,Starmie,20.30540%,24449,18.392%,20129,18.284%
10,Flygon,18.55450%,23974,18.034%,19365,17.590%
11,Swampert,18.33808%,19096,14.365%,17162,15.589%
12,Suicune,15.69908%,12459,9.372%,10048,9.127%
13,Skarmory,15.54934%,16844,12.671%,15252,13.854%
14,Dragonite,15.30763%,23093,17.372%,17628,16.013%
15,Gengar,14.79806%,23415,17.614%,18369,16.686%
16,Azelf,14.36291%,18764,14.115%,18029,16.377%
17,Lucario,14.24751%,17125,12.882%,12644,11.485%
18,Rotom-Wash,13.77491%,16710,12.570%,13991,12.709%
19,Rotom-Heat,12.62149%,11664,8.774%,9800,8.902%
20,Bronzong,12.34814%,14950,11.246%,13486,12.250%
21,Clefable,12.06469%,10294,7.744%,8263,7.506%
22,Zapdos,10.20929%,13140,9.884%,11175,10.151%
23,Magnezone,8.50663%,11994,9.022%,9504,8.633%
24,Gliscor,8.34945%,10668,8.025%,8824,8.015%
25,Hippowdon,8.03828%,7284,5.479%,6915,6.281%
26,Empoleon,7.96372%,12207,9.183%,10758,9.772%
27,Infernape,7.58220%,26681,20.071%,21451,19.485%
28,Machamp,7.51948%,11897,8.949%,10288,9.345%
29,Kingdra,5.67337%,10217,7.686%,8198,7.447%
30,Roserade,5.57130%,9221,6.936%,8084,7.343%
31,Uxie,5.47567%,2876,2.163%,2805,2.548%
32,Blissey,5.26806%,8452,6.358%,6863,6.234%
33,Rotom-Mow,4.38088%,2790,2.099%,2399,2.179%
34,Magneton,4.29880%,1846,1.389%,1480,1.344%
35,Forretress,4.11990%,9036,6.797%,8113,7.370%
36,Donphan,3.52792%,3271,2.461%,2777,2.523%
37,Raikou,2.90482%,1983,1.492%,1663,1.511%
38,Aerodactyl,2.84431%,9711,7.305%,9165,8.325%
39,Celebi,2.42362%,5488,4.128%,4516,4.102%
40,Weavile,2.14529%,8879,6.679%,6973,6.334%
41,Rhyperior,2.04829%,2342,1.762%,1858,1.688%
42,Smeargle,1.91665%,1084,0.815%,1039,0.944%
43,Nidoqueen,1.72542%,2096,1.577%,1840,1.671%
44,Tentacruel,1.54699%,3789,2.850%,3205,2.911%
45,Shaymin,1.50664%,1852,1.393%,1513,1.374%
46,Abomasnow,1.44939%,3053,2.297%,2809,2.552%
47,Hariyama,1.35596%,965,0.726%,877,0.797%
48,Mamoswine,1.24979%,3720,2.798%,3003,2.728%
49,Milotic,1.09811%,3003,2.259%,2432,2.209%
50,Froslass,0.99056%,2750,2.069%,2374,2.156%
51,Gallade,0.95666%,1638,1.232%,1373,1.247%
52,Crobat,0.91140%,2018,1.518%,1859,1.689%
53,Cresselia,0.79064%,1828,1.375%,1520,1.381%
54,Snorlax,0.78882%,3984,2.997%,3183,2.891%
55,Venomoth,0.71359%,265,0.199%,239,0.217%
56,Ludicolo,0.71168%,2476,1.863%,1942,1.764%
57,Kabutops,0.68786%,1646,1.238%,1224,1.112%
58,Probopass,0.67114%,207,0.156%,180,0.164%
59,Heracross,0.58703%,3005,2.260%,2307,2.096%
60,Blastoise,0.56634%,1551,1.167%,1313,1.193%
61,Gastrodon,0.53918%,1362,1.025%,1130,1.026%
62,Vaporeon,0.53534%,2453,1.845%,2010,1.826%
63,Slowbro,0.44176%,1300,0.978%,1063,0.966%
64,Quagsire,0.44078%,1518,1.142%,1254,1.139%
65,Toxicroak,0.43185%,904,0.680%,750,0.681%
66,Honchkrow,0.43041%,1152,0.867%,901,0.818%
67,Rotom-Frost,0.42690%,2303,1.732%,1936,1.759%
68,Togekiss,0.41876%,4978,3.745%,3902,3.544%
69,Lanturn,0.39784%,1179,0.887%,963,0.875%
70,Moltres,0.38644%,596,0.448%,509,0.462%
71,Cloyster,0.35583%,688,0.518%,616,0.560%
72,Slowking,0.34186%,265,0.199%,207,0.188%
73,Omastar,0.33606%,496,0.373%,391,0.355%
74,Feraligatr,0.32984%,872,0.656%,731,0.664%
75,Qwilfish,0.32873%,950,0.715%,772,0.701%
76,Mesprit,0.26478%,333,0.250%,257,0.233%
77,Hitmontop,0.24201%,1980,1.489%,1710,1.553%
78,Claydol,0.23578%,1422,1.070%,1179,1.071%
79,Yanmega,0.20088%,2023,1.522%,1715,1.558%
80,Dusknoir,0.19237%,2368,1.781%,1932,1.755%
81,Electivire,0.18404%,3732,2.807%,2840,2.580%
82,Venusaur,0.15153%,1647,1.239%,1256,1.141%
83,Rotom-Fan,0.14517%,404,0.304%,349,0.317%
84,Jolteon,0.14459%,3347,2.518%,2631,2.390%
85,Monferno,0.14105%,52,0.039%,52,0.047%
86,Regice,0.13696%,262,0.197%,213,0.193%
87,Camerupt,0.13602%,600,0.451%,498,0.452%
88,Spiritomb,0.11991%,1481,1.114%,1221,1.109%
89,Alakazam,0.11673%,2681,2.017%,2023,1.838%
90,Charizard,0.11634%,2047,1.540%,1721,1.563%
91,Arcanine,0.11100%,1459,1.098%,1153,1.047%
92,Porygon-Z,0.10929%,2341,1.761%,1896,1.722%
93,Walrein,0.10228%,1496,1.125%,1026,0.932%
94,Azumarill,0.09742%,613,0.461%,503,0.457%
95,Steelix,0.09127%,676,0.509%,567,0.515%
96,Blaziken,0.07085%,1379,1.037%,1187,1.078%
97,Miltank,0.06603%,314,0.236%,253,0.230%
98,Ambipom,0.05740%,1543,1.161%,1317,1.196%
99,Staraptor,0.05195%,2150,1.617%,1712,1.555%
100,Ditto,0.05135%,105,0.079%,88,0.080%
101,Swellow,0.05126%,682,0.513%,523,0.475%
102,Grumpig,0.05117%,27,0.020%,19,0.017%
103,Slugma,0.05117%,10,0.008%,5,0.005%
104,Weezing,0.04431%,532,0.400%,429,0.390%
105,Lickilicky,0.02724%,172,0.129%,135,0.123%
106,Xatu,0.02715%,43,0.032%,37,0.034%
107,Exeggutor,0.02711%,379,0.285%,286,0.260%
108,Drapion,0.02550%,1059,0.797%,863,0.784%
109,Shedinja,0.02524%,426,0.320%,298,0.271%
110,Cradily,0.02499%,690,0.519%,445,0.404%
111,Porygon2,0.02456%,275,0.207%,208,0.189%
112,Nidoking,0.02289%,439,0.330%,388,0.352%
113,Regirock,0.02164%,514,0.387%,428,0.389%
114,Entei,0.01959%,248,0.187%,195,0.177%
115,Hitmonchan,0.01788%,365,0.275%,269,0.244%
116,Medicham,0.01757%,439,0.330%,336,0.305%
117,Sharpedo,0.01744%,176,0.132%,154,0.140%
118,Registeel,0.01523%,294,0.221%,260,0.236%
119,Hitmonlee,0.01303%,558,0.420%,398,0.362%
120,Skuntank,0.01297%,320,0.241%,278,0.253%
121,Marowak,0.01222%,399,0.300%,274,0.249%
122,Electrode,0.01203%,613,0.461%,576,0.523%
