Rank,Pokemon,Usage %,Raw,%,Real,%
1,Latios,43.94075%,26952,25.855%,20304,24.592%
2,Tyranitar,36.73621%,23010,22.073%,19395,23.491%
3,Ferrothorn,29.05838%,28390,27.234%,24882,30.136%
4,Politoed,27.62341%,17601,16.884%,15979,19.353%
5,Excadrill,25.46569%,16600,15.924%,12386,15.002%
6,Garchomp,25.35246%,25469,24.432%,20418,24.730%
7,Scizor,23.80631%,20054,19.238%,15481,18.750%
8,Keldeo,22.48539%,13661,13.105%,10384,12.577%
9,Landorus-Therian,21.84778%,15118,14.503%,13119,15.889%
10,Dragonite,19.65300%,17947,17.216%,13046,15.801%
11,Tentacruel,17.19795%,12130,11.636%,9061,10.974%
12,Starmie,16.89131%,16019,15.367%,12374,14.987%
13,Jirachi,16.37405%,13055,12.524%,11178,13.539%
14,Thundurus-Therian,15.88687%,11063,10.613%,8763,10.614%
15,Alakazam,14.78966%,15404,14.777%,11052,13.386%
16,Skarmory,14.19985%,10614,10.182%,9318,11.286%
17,Magnezone,13.19103%,12726,12.208%,10007,12.120%
18,Rotom-Wash,13.12044%,12161,11.666%,10417,12.617%
19,Celebi,13.02717%,4845,4.648%,4093,4.957%
20,Breloom,10.99177%,8838,8.478%,6834,8.277%
21,Volcarona,10.10077%,15469,14.839%,11509,13.939%
22,Terrakion,10.05359%,5083,4.876%,3983,4.824%
23,Heatran,9.20144%,7734,7.419%,6334,7.672%
24,Mamoswine,8.93373%,5603,5.375%,4390,5.317%
25,Jellicent,8.38182%,7474,7.170%,5971,7.232%
26,Gliscor,8.36011%,10894,10.450%,9043,10.953%
27,Reuniclus,7.68225%,8436,8.093%,6361,7.704%
28,Cloyster,6.95715%,7434,7.131%,5569,6.745%
29,Kyurem-Black,6.43192%,7811,7.493%,5816,7.044%
30,Slowbro,5.70769%,1889,1.812%,1596,1.933%
31,Chansey,5.27473%,3157,3.028%,2497,3.024%
32,Tornadus,5.24635%,2222,2.132%,1693,2.051%
33,Latias,4.99864%,2845,2.729%,2144,2.597%
34,Gyarados,4.70030%,5447,5.225%,4229,5.122%
35,Hippowdon,4.65039%,2600,2.494%,2325,2.816%
36,Toxicroak,4.63341%,4494,4.311%,3405,4.124%
37,Blastoise,3.97918%,1363,1.308%,1080,1.308%
38,Salamence,3.77220%,6689,6.417%,4881,5.912%
39,Gengar,3.65373%,7418,7.116%,5625,6.813%
40,Forretress,3.62035%,5072,4.866%,4486,5.433%
41,Conkeldurr,3.33797%,7773,7.457%,6074,7.357%
