Rank,Pokemon,Usage %,Raw,%,Real,%
1,Latias,79.37399,6,18.750,4,17.021
2,Aerodactyl-Mega,79.36952,5,15.625,3,12.766
3,Krookodile,79.36952,8,25.000,6,25.532
4,Lucario,79.36938,2,6.250,1,4.255
5,Azelf,79.36938,2,6.250,2,8.511
6,Feraligatr,79.36938,2,6.250,1,4.255
7,Alomomola,20.51866,5,15.625,3,12.766
8,Durant,19.94354,2,6.250,1,4.255
9,Darmanitan,19.94340,1,3.125,1,4.255
10,Nidoking,19.94340,2,6.250,2,8.511
11,Pidgeot-Mega,19.94340,1,3.125,1,4.255
12,Tsareena,19.94340,1,3.125,1,4.255
13,Zeraora,0.57541,5,15.625,3,12.766
14,Hippowdon,0.57526,6,18.750,5,21.277
15,Hydreigon,0.57526,8,25.000,7,29.787
16,Togekiss,0.57526,6,18.750,4,17.021
17,Beedrill-Mega,0.57526,4,12.500,3,12.766
18,Crobat,0.10496,3,9.375,3,12.766
19,Bisharp,0.07598,5,15.625,3,12.766
20,Altaria-Mega,0.07316,7,21.875,5,21.277
21,Gastrodon,0.07137,2,6.250,2,8.511
22,Volcanion,0.07137,3,9.375,3,12.766
23,Scizor,0.07137,5,15.625,4,17.021
24,Infernape,0.03820,7,21.875,6,25.532
25,Mimikyu,0.03373,3,9.375,2,8.511
26,Aggron-Mega,0.03359,5,15.625,3,12.766
27,Terrakion,0.03359,2,6.250,2,8.511
28,Mamoswine,0.03359,4,12.500,3,12.766
29,Cobalion,0.00461,3,9.375,3,12.766
30,Tentacruel,0.00461,4,12.500,4,17.021
31,Blastoise-Mega,0.00461,3,9.375,2,8.511
32,Moltres,0.00180,1,3.125,0,0.000
33,Lycanroc-Dusk,0.00180,1,3.125,0,0.000
34,Magneton,0.00180,2,6.250,0,0.000
35,Swampert,0.00180,1,3.125,1,4.255
36,Chandelure,0.00180,1,3.125,0,0.000
37,Uxie,0.00031,1,3.125,1,4.255
38,Ursaring,0.00031,1,3.125,1,4.255
39,Porygon2,0.00031,1,3.125,1,4.255
40,Vikavolt,0.00031,1,3.125,1,4.255
41,Rampardos,0.00031,1,3.125,1,4.255
42,Camerupt-Mega,0.00031,1,3.125,1,4.255
43,Tyrantrum,0.00015,1,3.125,0,0.000
44,Blissey,0.00015,3,9.375,3,12.766
45,Dragalge,0.00015,1,3.125,0,0.000
46,Rotom-Heat,0.00014,3,9.375,1,4.255
47,Chesnaught,0.00014,2,6.250,1,4.255
48,Necrozma,0.00014,3,9.375,1,4.255
49,Empoleon,0.00014,5,15.625,5,21.277
50,Toxicroak,0.00000,1,3.125,1,4.255
51,Carbink,0.00000,2,6.250,2,8.511
52,Sharpedo-Mega,0.00000,1,3.125,0,0.000
53,Klefki,0.00000,1,3.125,0,0.000
54,Slowbro,0.00000,2,6.250,2,8.511
55,Amoonguss,0.00000,2,6.250,2,8.511
56,Haxorus,0.00000,1,3.125,1,4.255
57,Steelix-Mega,0.00000,2,6.250,1,4.255
58,Nihilego,0.00000,3,9.375,2,8.511
59,Starmie,0.00000,1,3.125,1,4.255
60,Bellossom,0.00000,2,6.250,1,4.255
61,Flygon,0.00000,1,3.125,1,4.255
62,Sylveon,0.00000,4,12.500,3,12.766
63,Espeon,0.00000,1,3.125,1,4.255
64,Seismitoad,0.00000,1,3.125,1,4.255
65,Manectric-Mega,0.00000,1,3.125,1,4.255
66,Mantine,0.00000,4,12.500,3,12.766
67,Nidoqueen,0.00000,3,9.375,3,12.766
68,Doublade,0.00000,2,6.250,2,8.511
69,Floatzel,0.00000,2,6.250,1,4.255
70,Roserade,0.00000,2,6.250,1,4.255
71,Florges,0.00000,1,3.125,0,0.000
