Rank,Pokemon,Usage %,Raw,%,Real,%
1,Excadrill,38.88906,22110,18.739,17312,18.691
2,Clefable,27.72996,18450,15.637,14853,16.036
3,Landorus-Therian,24.47836,19885,16.853,17203,18.573
4,Keldeo,17.90648,10718,9.084,8230,8.886
5,Tornadus-Therian,17.54438,9028,7.652,7606,8.212
6,Serperior,16.72616,16561,14.036,12907,13.935
7,Lopunny-Mega,16.71892,9353,7.927,7667,8.278
8,Tyranitar,16.56019,11731,9.943,9554,10.315
9,Bisharp,16.44645,10333,8.758,7590,8.195
10,Skarmory,15.47340,8985,7.615,7904,8.534
11,Ferrothorn,14.17172,16840,14.273,14356,15.499
12,Rotom-Wash,14.10117,15907,13.482,13493,14.568
13,Heatran,13.50962,13789,11.687,11482,12.397
14,Garchomp,12.44710,15007,12.719,12409,13.397
15,Zapdos,12.28690,10185,8.632,8264,8.922
16,Metagross-Mega,11.66646,10523,8.919,8151,8.800
17,Chansey,11.05110,8217,6.964,6232,6.728
18,Scizor-Mega,10.88991,8914,7.555,6975,7.531
19,Weavile,10.33671,10017,8.490,7648,8.257
20,Amoonguss,9.34248,7375,6.251,5826,6.290
21,Manaphy,9.01100,5688,4.821,4280,4.621
22,Talonflame,8.98013,12113,10.266,9303,10.044
23,Dragonite,8.92487,9163,7.766,6622,7.149
24,Latios,8.72506,8790,7.450,6623,7.151
25,Latias,8.24191,4983,4.223,3641,3.931
26,Magnezone,8.07984,6329,5.364,5042,5.444
27,Thundurus,7.82717,4586,3.887,3651,3.942
28,Volcanion,7.48573,6315,5.352,5091,5.497
29,Slowbro-Mega,7.26619,1958,1.659,1594,1.721
30,Starmie,7.24623,7793,6.605,6012,6.491
31,Volcarona,7.09480,6820,5.780,5092,5.498
32,Gliscor,6.95951,12320,10.442,9779,10.558
33,Azumarill,6.95196,10966,9.294,8710,9.404
34,Slowbro,6.56711,6725,5.700,5424,5.856
35,Diancie-Mega,6.13394,4954,4.199,4047,4.369
36,Pinsir-Mega,5.94939,4001,3.391,2916,3.148
37,Charizard-Mega-X,5.14628,8455,7.166,6527,7.047
38,Cofagrigus,4.60292,2537,2.150,2095,2.262
39,Suicune,4.40682,2533,2.147,1926,2.079
40,Jirachi,4.32670,4799,4.067,3841,4.147
41,Charizard-Mega-Y,4.05544,7457,6.320,6049,6.531
42,Alakazam-Mega,4.04171,4011,3.399,2989,3.227
43,Azelf,3.97134,4222,3.578,3775,4.076
44,Gengar,3.74562,11964,10.140,8841,9.545
45,Breloom,3.43986,6402,5.426,4901,5.291
46,Mew,3.36709,3863,3.274,3055,3.298
47,Quagsire,3.36489,2147,1.820,1668,1.801
48,Conkeldurr,3.34691,2901,2.459,2338,2.524
49,Crawdaunt,3.33368,2788,2.363,2196,2.371
50,Tangrowth,3.30326,3468,2.939,2832,3.058
51,Cresselia,3.10947,1510,1.280,1088,1.175
52,Gastrodon,3.08730,1935,1.640,1548,1.671
53,Kyurem-Black,3.00772,5217,4.422,3847,4.153
54,Altaria-Mega,3.00476,2253,1.910,1716,1.853
55,Medicham-Mega,2.98362,4478,3.795,3774,4.075
56,Venusaur-Mega,2.94794,4989,4.228,3961,4.276
57,Manectric-Mega,2.72919,4387,3.718,3635,3.925
58,Cloyster,2.68787,4225,3.581,3085,3.331
59,Hydreigon,2.52669,3471,2.942,2596,2.803
60,Hippowdon,2.42179,2288,1.939,1923,2.076
61,Heracross-Mega,2.18694,1859,1.576,1380,1.490
62,Togekiss,2.14590,5783,4.901,4391,4.741
63,Shuckle,2.14044,2879,2.440,2666,2.878
64,Mandibuzz,2.12234,1233,1.045,983,1.061
65,Aerodactyl,2.10225,1120,0.949,939,1.014
66,Latias-Mega,2.00379,1673,1.418,1274,1.375
67,Terrakion,1.95947,1063,0.901,807,0.871
68,Tentacruel,1.93387,2054,1.741,1687,1.821
69,Gardevoir-Mega,1.86990,4528,3.838,3274,3.535
70,Thundurus-Therian,1.70417,2069,1.754,1484,1.602
71,Scizor,1.68729,5924,5.021,4641,5.011
72,Tyranitar-Mega,1.63699,3412,2.892,2644,2.855
73,Gallade-Mega,1.63254,3095,2.623,2297,2.480
74,Blissey,1.54906,2172,1.841,1610,1.738
75,Seismitoad,1.51162,927,0.786,825,0.891
76,Raikou,1.49387,1686,1.429,1322,1.427
77,Swampert,1.42235,2078,1.761,1709,1.845
78,Gyarados-Mega,1.41337,2363,2.003,1862,2.010
79,Nidoking,1.31427,2550,2.161,1968,2.125
80,Jellicent,1.22511,1539,1.304,1178,1.272
81,Bronzong,1.20084,857,0.726,676,0.730
82,Kyurem,1.18048,455,0.386,346,0.374
83,Porygon2,1.17635,1933,1.638,1526,1.648
84,Klefki,1.15513,1770,1.500,1481,1.599
85,Reuniclus,1.13734,1086,0.920,814,0.879
86,Ursaring,1.09074,388,0.329,306,0.330
87,Donphan,0.97374,1332,1.129,1180,1.274
88,Victini,0.95540,2256,1.912,1846,1.993
89,Diggersby,0.84699,933,0.791,732,0.790
90,Politoed,0.81222,1904,1.614,1804,1.948
91,Latios-Mega,0.80537,1135,0.962,872,0.941
92,Swampert-Mega,0.73808,2239,1.898,1872,2.021
93,Mamoswine,0.68201,1766,1.497,1356,1.464
94,Alomomola,0.65073,810,0.687,651,0.703
95,Zygarde,0.64978,828,0.702,617,0.666
96,Hoopa,0.63770,662,0.561,471,0.509
97,Kingdra,0.62458,1150,0.975,865,0.934
98,Gyarados,0.61991,2642,2.239,2041,2.204
99,Feraligatr,0.59967,1352,1.146,1033,1.115
100,Absol-Mega,0.56575,998,0.846,784,0.846
101,Espeon,0.54299,3619,3.067,2755,2.974
102,Sceptile-Mega,0.48444,2132,1.807,1617,1.746
103,Roserade,0.48070,1598,1.354,1251,1.351
104,Abomasnow-Mega,0.47613,260,0.220,226,0.244
105,Sylveon,0.46428,2042,1.731,1522,1.643
106,Empoleon,0.45518,1401,1.187,1142,1.233
107,Infernape,0.44832,4016,3.404,3264,3.524
108,Aerodactyl-Mega,0.43946,1106,0.937,816,0.881
109,Chesnaught,0.42989,626,0.531,497,0.537
110,Beedrill-Mega,0.38508,2096,1.776,1688,1.822
111,Uxie,0.38282,374,0.317,345,0.372
112,Garchomp-Mega,0.37522,2763,2.342,2094,2.261
113,Alakazam,0.37477,2362,2.002,1690,1.825
114,Celebi,0.29866,493,0.418,373,0.403
115,Chandelure,0.29415,2206,1.870,1676,1.809
116,Galvantula,0.28753,3442,2.917,3111,3.359
117,Slowking,0.26132,531,0.450,432,0.466
118,Heracross,0.25327,836,0.709,586,0.633
119,Lucario,0.22659,2237,1.896,1673,1.806
120,Umbreon,0.22201,3220,2.729,2370,2.559
121,Cobalion,0.21881,263,0.223,222,0.240
122,Toxicroak,0.21283,559,0.474,441,0.476
123,Milotic,0.19839,3011,2.552,2424,2.617
124,Emboar,0.19196,498,0.422,406,0.438
125,Dugtrio,0.19068,251,0.213,200,0.216
126,Snorlax,0.18739,2662,2.256,2071,2.236
127,Crobat,0.17008,2387,2.023,1895,2.046
128,Blastoise-Mega,0.16925,1041,0.882,874,0.944
129,Mienshao,0.16292,686,0.581,542,0.585
130,Forretress,0.15821,1905,1.615,1637,1.767
131,Salamence,0.15123,2790,2.365,2109,2.277
132,Ditto,0.14993,1502,1.273,1101,1.189
133,Staraptor,0.14898,1120,0.949,880,0.950
134,Froslass,0.14337,785,0.665,683,0.737
135,Medicham,0.13982,140,0.119,118,0.127
136,Jolteon,0.13741,2322,1.968,1890,2.041
137,Metagross,0.13026,1737,1.472,1342,1.449
138,Krookodile,0.13019,1695,1.437,1424,1.537
139,Kecleon,0.12671,169,0.143,133,0.144
140,Rotom-Heat,0.12380,819,0.694,650,0.702
141,Hawlucha,0.11210,1438,1.219,1111,1.199
142,Goodra,0.11144,2156,1.827,1622,1.751
143,Moltres,0.10750,332,0.281,218,0.235
144,Slurpuff,0.10437,1213,1.028,904,0.976
145,Barbaracle,0.09984,211,0.179,143,0.154
146,Florges,0.09661,877,0.743,666,0.719
147,Tyrantrum,0.08766,1091,0.925,846,0.913
148,Dusclops,0.08639,812,0.688,676,0.730
149,Pidgeot-Mega,0.08532,872,0.739,687,0.742
150,Gogoat,0.08529,112,0.095,86,0.093
151,Darmanitan,0.08421,1458,1.236,1185,1.279
152,Nidoqueen,0.08263,359,0.304,311,0.336
153,Haxorus,0.08151,1301,1.103,933,1.007
154,Exploud,0.07953,722,0.612,529,0.571
155,Noivern,0.07765,1082,0.917,825,0.891
156,Dragalge,0.07620,671,0.569,530,0.572
157,Ninetales,0.07418,978,0.829,824,0.890
158,Miltank,0.07313,245,0.208,181,0.195
159,Registeel,0.07144,132,0.112,108,0.117
160,Honchkrow,0.07120,531,0.450,405,0.437
161,Claydol,0.06880,419,0.355,339,0.366
162,Arcanine,0.06859,1863,1.579,1460,1.576
163,Sharpedo-Mega,0.06628,590,0.500,444,0.479
164,Shedinja,0.06463,485,0.411,303,0.327
165,Eelektross,0.06309,658,0.558,531,0.573
166,Xatu,0.06274,443,0.375,344,0.371
167,Avalugg,0.06234,373,0.316,281,0.303
168,Sableye,0.06035,1567,1.328,1244,1.343
169,Vaporeon,0.05819,1102,0.934,841,0.908
170,Venusaur,0.05573,1935,1.640,1439,1.554
171,Aggron-Mega,0.05393,1150,0.975,932,1.006
172,Machamp,0.05229,1350,1.144,1082,1.168
173,Swoobat,0.05142,130,0.110,95,0.103
174,Smeargle,0.05006,609,0.516,554,0.598
175,Zoroark,0.04930,938,0.795,409,0.442
176,Drapion,0.04717,875,0.742,695,0.750
177,Omastar,0.04609,151,0.128,102,0.110
178,Magneton,0.04588,185,0.157,159,0.172
179,Durant,0.04369,211,0.179,172,0.186
180,Scolipede,0.04340,1196,1.014,904,0.976
181,Houndoom-Mega,0.04178,496,0.420,392,0.423
182,Mantine,0.03905,145,0.123,113,0.122
183,Camerupt-Mega,0.03838,236,0.200,189,0.204
184,Hitmontop,0.03827,525,0.445,387,0.418
185,Blastoise,0.03743,1086,0.920,861,0.930
186,Yanmega,0.03634,582,0.493,466,0.503
187,Banette-Mega,0.03610,633,0.536,505,0.545
188,Entei,0.03603,349,0.296,283,0.306
189,Gardevoir,0.03530,1532,1.298,1141,1.232
190,Flygon,0.03414,882,0.748,707,0.763
191,Ambipom,0.03091,851,0.721,699,0.755
192,Clawitzer,0.03029,440,0.373,345,0.372
193,Clamperl,0.02662,29,0.025,22,0.024
194,Porygon-Z,0.02645,1231,1.043,891,0.962
195,Whimsicott,0.02634,991,0.840,727,0.785
196,Gligar,0.02391,158,0.134,135,0.146
197,Bouffalant,0.02358,69,0.058,56,0.060
198,Ninjask,0.02342,148,0.125,124,0.134
199,Ampharos-Mega,0.02341,577,0.489,451,0.487
200,Rhyperior,0.02286,1044,0.885,886,0.957
201,Shiftry,0.02205,155,0.131,113,0.122
202,Electivire,0.02180,1213,1.028,996,1.075
203,Charizard,0.02114,604,0.512,454,0.490
204,Glalie-Mega,0.02075,221,0.187,165,0.178
205,Sharpedo,0.01976,399,0.338,307,0.331
206,Golurk,0.01912,751,0.637,605,0.653
207,Liepard,0.01892,250,0.212,177,0.191
208,Lapras,0.01862,460,0.390,355,0.383
209,Poliwrath,0.01851,258,0.219,212,0.229
210,Heliolisk,0.01839,713,0.604,539,0.582
211,Rotom-Mow,0.01827,306,0.259,252,0.272
212,Steelix-Mega,0.01808,449,0.381,352,0.380
213,Accelgor,0.01779,594,0.503,451,0.487
214,Armaldo,0.01763,403,0.342,271,0.293
215,Lopunny,0.01704,239,0.203,186,0.201
216,Archeops,0.01654,409,0.347,359,0.388
217,Shaymin,0.01652,263,0.223,201,0.217
218,Gourgeist-Large,0.01559,77,0.065,66,0.071
219,Magmortar,0.01496,513,0.435,339,0.366
220,Lanturn,0.01490,195,0.165,164,0.177
221,Aurorus,0.01368,574,0.486,495,0.534
222,Rampardos,0.01344,155,0.131,104,0.112
223,Granbull,0.01279,149,0.126,120,0.130
224,Doublade,0.01273,1129,0.957,866,0.935
225,Cacturne,0.01241,503,0.426,421,0.455
226,Regirock,0.01189,191,0.162,142,0.153
227,Kabutops,0.01186,379,0.321,282,0.304
228,Swellow,0.01112,330,0.280,239,0.258
229,Trevenant,0.01046,474,0.402,367,0.396
230,Scrafty,0.01022,414,0.351,328,0.354
231,Dusknoir,0.00936,813,0.689,636,0.687
232,Cleffa,0.00913,7,0.006,5,0.005
233,Clefairy,0.00911,34,0.029,32,0.035
234,Carracosta,0.00903,182,0.154,132,0.143
235,Illumise,0.00780,22,0.019,21,0.023
236,Kangaskhan,0.00764,115,0.097,88,0.095
237,Cinccino,0.00744,989,0.838,743,0.802
238,Leafeon,0.00730,240,0.203,178,0.192
239,Typhlosion,0.00726,633,0.536,452,0.488
240,Vivillon,0.00720,308,0.261,210,0.227
241,Togetic,0.00718,76,0.064,60,0.065
242,Meganium,0.00704,169,0.143,130,0.140
243,Sceptile,0.00701,1016,0.861,746,0.805
244,Arbok,0.00667,160,0.136,101,0.109
245,Relicanth,0.00660,88,0.075,63,0.068
246,Electabuzz,0.00642,230,0.195,187,0.202
247,Regice,0.00631,128,0.108,100,0.108
248,Cryogonal,0.00598,88,0.075,75,0.081
249,Floatzel,0.00594,156,0.132,126,0.136
250,Torterra,0.00579,515,0.436,412,0.445
251,Audino,0.00574,140,0.119,97,0.105
252,Stoutland,0.00516,186,0.158,138,0.149
253,Hitmonlee,0.00513,453,0.384,341,0.368
254,Frogadier,0.00510,31,0.026,28,0.030
255,Druddigon,0.00479,109,0.092,90,0.097
256,Escavalier,0.00470,174,0.147,137,0.148
257,Sneasel,0.00461,91,0.077,68,0.073
258,Slaking,0.00453,786,0.666,645,0.696
259,Diancie,0.00429,353,0.299,252,0.272
260,Braviary,0.00406,119,0.101,98,0.106
261,Linoone,0.00401,359,0.304,286,0.309
262,Misdreavus,0.00399,65,0.055,55,0.059
263,Tauros,0.00396,307,0.260,200,0.216
264,Sigilyph,0.00385,606,0.514,488,0.527
265,Spiritomb,0.00383,635,0.538,498,0.538
266,Manectric,0.00378,464,0.393,295,0.318
267,Tornadus,0.00372,103,0.087,73,0.079
268,Gallade,0.00361,397,0.336,311,0.336
269,Torkoal,0.00325,274,0.232,226,0.244
270,Hariyama,0.00321,208,0.176,163,0.176
271,Beheeyem,0.00320,276,0.234,188,0.203
272,Malamar,0.00318,710,0.602,542,0.585
273,Bronzor,0.00317,22,0.019,17,0.018
274,Kadabra,0.00299,42,0.036,32,0.035
