Rank,Pokemon,Usage %,Raw,%,Real,%
1,Politoed,38.55643%,3845,18.525%,3441,21.355%
2,Ferrothorn,38.31828%,5276,25.419%,4539,28.169%
3,Jirachi,37.75158%,3075,14.815%,2395,14.863%
4,Keldeo,35.92351%,2551,12.290%,1903,11.810%
5,Breloom,33.43415%,3200,15.417%,2483,15.410%
6,Latios,29.06897%,4190,20.187%,3061,18.997%
7,Kyurem-Black,26.67011%,1643,7.916%,1221,7.578%
8,Tyranitar,24.53258%,3590,17.296%,2940,18.246%
9,Landorus-Therian,24.29478%,3285,15.827%,2731,16.949%
10,Garchomp,23.97560%,3967,19.113%,3083,19.133%
11,Dragonite,20.15957%,3308,15.938%,2412,14.969%
12,Starmie,18.69816%,2553,12.300%,1859,11.537%
13,Excadrill,17.97729%,2088,10.060%,1529,9.489%
14,Scizor,17.00495%,3481,16.771%,2555,15.856%
15,Skarmory,12.51787%,2008,9.674%,1711,10.619%
16,Heatran,11.97272%,2347,11.308%,1929,11.971%
17,Terrakion,11.64818%,1131,5.449%,833,5.170%
18,Rotom-Wash,9.87923%,1625,7.829%,1385,8.595%
19,Tentacruel,9.25161%,1717,8.272%,1322,8.204%
20,Volcarona,8.78833%,2300,11.081%,1652,10.252%
21,Amoonguss,8.43003%,626,3.016%,530,3.289%
22,Alakazam,8.39993%,1726,8.316%,1194,7.410%
23,Magnezone,8.18987%,1829,8.812%,1397,8.670%
24,Gliscor,8.04052%,2034,9.800%,1592,9.880%
25,Tornadus,6.50262%,624,3.006%,439,2.724%
26,Jellicent,6.02081%,1549,7.463%,1270,7.882%
27,Chansey,5.65440%,790,3.806%,612,3.798%
28,Forretress,5.31286%,1228,5.916%,1070,6.640%
29,Salamence,5.24485%,1605,7.733%,1138,7.062%
30,Thundurus-Therian,5.11819%,1392,6.706%,1040,6.454%
31,Hippowdon,4.54945%,576,2.775%,489,3.035%
32,Latias,4.13973%,681,3.281%,517,3.209%
33,Abomasnow,3.38295%,332,1.600%,307,1.905%
34,Gengar,3.32382%,1729,8.330%,1267,7.863%
35,Ninetales,3.18465%,770,3.710%,656,4.071%
36,Gothitelle,2.93075%,432,2.081%,345,2.141%
37,Hydreigon,2.91132%,2172,10.464%,1658,10.290%
38,Cresselia,2.71730%,217,1.045%,181,1.123%
39,Toxicroak,2.68762%,787,3.792%,585,3.631%
40,Diglett,2.62028%,126,0.607%,87,0.540%
41,Reuniclus,2.52929%,745,3.589%,550,3.413%
42,Gyarados,2.46631%,1746,8.412%,1412,8.763%
43,Mew,2.23109%,389,1.874%,330,2.048%
44,Xatu,1.98939%,253,1.219%,213,1.322%
45,Mienshao,1.94648%,339,1.633%,271,1.682%
46,Gastrodon,1.89822%,766,3.690%,618,3.835%
47,Bisharp,1.85151%,348,1.677%,271,1.682%
48,Mamoswine,1.77048%,882,4.249%,709,4.400%
49,Kyurem,1.69875%,223,1.074%,165,1.024%
50,Slowking,1.58586%,201,0.968%,160,0.993%
51,Slowbro,1.54615%,336,1.619%,269,1.669%
52,Celebi,1.54110%,706,3.401%,563,3.494%
53,Haxorus,1.51347%,1163,5.603%,846,5.250%
54,Lucario,1.24736%,959,4.620%,734,4.555%
55,Aerodactyl,1.12051%,494,2.380%,479,2.973%
56,Tangrowth,1.04337%,212,1.021%,177,1.098%
57,Bronzong,1.03471%,266,1.282%,241,1.496%
58,Espeon,0.93596%,902,4.346%,690,4.282%
59,Wobbuffet,0.90136%,304,1.465%,248,1.539%
60,Azelf,0.88347%,217,1.045%,201,1.247%
61,Roserade,0.82791%,167,0.805%,132,0.819%
62,Accelgor,0.81851%,99,0.477%,76,0.472%
63,Zapdos,0.81826%,383,1.845%,313,1.942%
64,Metagross,0.81115%,939,4.524%,687,4.264%
65,Weavile,0.80274%,364,1.754%,278,1.725%
66,Donphan,0.76437%,692,3.334%,603,3.742%
67,Yanmega,0.74695%,56,0.270%,36,0.223%
68,Venomoth,0.74660%,58,0.279%,55,0.341%
69,Azumarill,0.74538%,166,0.800%,119,0.739%
70,Moltres,0.67820%,188,0.906%,142,0.881%
71,Conkeldurr,0.59139%,1597,7.694%,1242,7.708%
72,Infernape,0.54211%,1176,5.666%,915,5.679%
73,Jolteon,0.53198%,1178,5.675%,878,5.449%
74,Cloyster,0.51688%,934,4.500%,704,4.369%
75,Kingdra,0.46123%,270,1.301%,228,1.415%
76,Feraligatr,0.39660%,141,0.679%,98,0.608%
77,Omastar,0.35145%,145,0.699%,119,0.739%
78,Blissey,0.34048%,1061,5.112%,789,4.897%
79,Ludicolo,0.33822%,286,1.378%,231,1.434%
80,Archeops,0.32605%,244,1.176%,194,1.204%
81,Galvantula,0.30752%,223,1.074%,169,1.049%
82,Froslass,0.29915%,135,0.650%,107,0.664%
83,Sceptile,0.28805%,211,1.017%,170,1.055%
