Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tauros,92.38930%,13926,60.406%,10295,54.641%
2,Chansey,87.67247%,12625,54.763%,10383,55.108%
3,Exeggutor,86.82060%,12815,55.587%,11039,58.590%
4,Snorlax,79.84734%,12202,52.928%,9862,52.343%
5,Alakazam,52.35280%,12108,52.520%,10608,56.302%
6,Starmie,44.36019%,7515,32.597%,6461,34.292%
7,Zapdos,22.05625%,5491,23.818%,4381,23.252%
8,Rhydon,21.36274%,6224,26.997%,5006,26.569%
9,Gengar,18.37491%,6406,27.787%,5366,28.480%
10,Jynx,15.25485%,2495,10.822%,2329,12.361%
11,Lapras,15.04182%,3892,16.882%,3116,16.538%
12,Slowbro,11.77182%,2917,12.653%,2419,12.839%
13,Golem,11.61622%,5085,22.057%,4097,21.745%
14,Jolteon,7.17692%,4455,19.324%,3727,19.781%
15,Cloyster,6.42911%,2326,10.089%,1881,9.983%
16,Victreebel,3.49452%,499,2.164%,387,2.054%
17,Venusaur,2.68342%,1783,7.734%,1463,7.765%
18,Dragonite,2.65702%,3144,13.638%,2411,12.796%
19,Articuno,2.61250%,881,3.821%,707,3.752%
20,Persian,2.49532%,1100,4.771%,864,4.586%
21,Arcanine,1.84392%,1011,4.385%,825,4.379%
22,Dodrio,1.80392%,374,1.622%,292,1.550%
23,Raticate,1.38622%,171,0.742%,140,0.743%
24,Clefable,1.05563%,386,1.674%,320,1.698%
25,Hypno,0.94488%,445,1.930%,411,2.181%
26,Kangaskhan,0.76424%,135,0.586%,117,0.621%
27,Raichu,0.57800%,1130,4.902%,910,4.830%
28,Tentacruel,0.57180%,240,1.041%,194,1.030%
29,Machamp,0.45266%,847,3.674%,659,3.498%
30,Hitmonlee,0.42642%,348,1.509%,255,1.353%
31,Gyarados,0.31296%,719,3.119%,593,3.147%
32,Sandslash,0.29753%,230,0.998%,186,0.987%
33,Ninetales,0.27739%,305,1.323%,251,1.332%
34,Poliwrath,0.26546%,333,1.444%,277,1.470%
35,Moltres,0.26432%,722,3.132%,537,2.850%
36,Omastar,0.23902%,129,0.560%,99,0.525%
37,Venomoth,0.21186%,129,0.560%,103,0.547%
38,Kingler,0.19215%,144,0.625%,118,0.626%
39,Golduck,0.16656%,177,0.768%,133,0.706%
40,Electrode,0.16475%,527,2.286%,457,2.426%
41,Charizard,0.15829%,2240,9.716%,1901,10.090%
42,Tangela,0.14039%,106,0.460%,93,0.494%
43,Porygon,0.12814%,119,0.516%,104,0.552%
44,Pinsir,0.10990%,103,0.447%,85,0.451%
45,Rapidash,0.10655%,211,0.915%,167,0.886%
46,Onix,0.10044%,213,0.924%,180,0.955%
47,Kabutops,0.09524%,245,1.063%,187,0.993%
48,Wigglytuff,0.08312%,81,0.351%,73,0.387%
49,Dugtrio,0.05918%,373,1.618%,304,1.613%
50,Nidoking,0.05619%,642,2.785%,511,2.712%
51,Blastoise,0.04750%,1204,5.223%,1002,5.318%
52,Mr. Mime,0.03864%,97,0.421%,78,0.414%
53,Aerodactyl,0.03504%,605,2.624%,498,2.643%
54,Magmar,0.02827%,137,0.594%,112,0.594%
55,Dragonair,0.01859%,57,0.247%,48,0.255%
56,Beedrill,0.01721%,188,0.815%,148,0.786%
57,Parasect,0.01489%,199,0.863%,175,0.929%
58,Pidgeot,0.01472%,410,1.778%,330,1.751%
59,Weezing,0.01055%,133,0.577%,110,0.584%
60,Magneton,0.00774%,122,0.529%,94,0.499%
61,Butterfree,0.00601%,244,1.058%,188,0.998%
62,Pikachu,0.00507%,418,1.813%,374,1.985%
63,Flareon,0.00446%,183,0.794%,144,0.764%
64,Vileplume,0.00409%,150,0.651%,109,0.579%
65,Marowak,0.00293%,92,0.399%,76,0.403%
66,Muk,0.00266%,199,0.863%,170,0.902%
67,Nidoqueen,0.00209%,136,0.590%,116,0.616%
68,Electabuzz,0.00195%,236,1.024%,188,0.998%
69,Vaporeon,0.00172%,216,0.937%,179,0.950%
70,Golbat,0.00132%,100,0.434%,81,0.430%
71,Exeggcute,0.00119%,7,0.030%,7,0.037%
72,Scyther,0.00106%,202,0.876%,151,0.801%
73,Arbok,0.00099%,137,0.594%,113,0.600%
74,Ditto,0.00091%,172,0.746%,148,0.786%
75,Farfetch'd,0.00086%,38,0.165%,30,0.159%
76,Lickitung,0.00067%,86,0.373%,66,0.350%
77,Dewgong,0.00040%,72,0.312%,65,0.345%
78,Primeape,0.00030%,137,0.594%,114,0.605%
79,Fearow,0.00027%,94,0.408%,69,0.366%
80,Seadra,0.00023%,45,0.195%,39,0.207%
81,Hitmonchan,0.00008%,112,0.486%,86,0.456%
82,Ivysaur,0.00008%,28,0.121%,26,0.138%
83,Kadabra,0.00005%,31,0.134%,23,0.122%
84,Haunter,0.00003%,56,0.243%,51,0.271%
85,Ponyta,0.00002%,4,0.017%,3,0.016%
86,Bulbasaur,0.00001%,105,0.455%,94,0.499%
87,Squirtle,0.00001%,99,0.429%,85,0.451%
88,Poliwhirl,0.00001%,5,0.022%,5,0.027%
89,Voltorb,0.00001%,19,0.082%,17,0.090%
90,Charmander,0.00001%,26,0.113%,21,0.111%
91,Pidgeotto,0.00001%,22,0.095%,19,0.101%
92,Diglett,0.00000%,7,0.030%,7,0.037%
93,Koffing,0.00000%,6,0.026%,5,0.027%
94,Graveler,0.00000%,20,0.087%,16,0.085%
95,Wartortle,0.00000%,24,0.104%,22,0.117%
96,Drowzee,0.00000%,3,0.013%,1,0.005%
97,Magnemite,0.00000%,6,0.026%,6,0.032%
98,Dratini,0.00000%,3,0.013%,3,0.016%
99,Nidorina,0.00000%,3,0.013%,3,0.016%
100,Seaking,0.00000%,11,0.048%,9,0.048%
101,Magikarp,0.00000%,20,0.087%,18,0.096%
102,Charmeleon,0.00000%,33,0.143%,28,0.149%
103,Krabby,0.00000%,7,0.030%,5,0.027%
104,Staryu,0.00000%,6,0.026%,6,0.032%
105,Growlithe,0.00000%,4,0.017%,3,0.016%
106,Caterpie,0.00000%,7,0.030%,7,0.037%
107,Eevee,0.00000%,28,0.121%,21,0.111%
108,Abra,0.00000%,4,0.017%,4,0.021%
109,Rhyhorn,0.00000%,21,0.091%,18,0.096%
110,Jigglypuff,0.00000%,12,0.052%,10,0.053%
111,Gastly,0.00000%,7,0.030%,7,0.037%
112,Kabuto,0.00000%,3,0.013%,3,0.016%
113,Zubat,0.00000%,2,0.009%,2,0.011%
114,Meowth,0.00000%,6,0.026%,5,0.027%
115,Paras,0.00000%,7,0.030%,6,0.032%
116,Clefairy,0.00000%,4,0.017%,4,0.021%
117,Metapod,0.00000%,2,0.009%,1,0.005%
118,Geodude,0.00000%,9,0.039%,9,0.048%
119,Nidorino,0.00000%,3,0.013%,2,0.011%
120,Vulpix,0.00000%,7,0.030%,5,0.027%
121,Psyduck,0.00000%,5,0.022%,5,0.027%
122,Tentacool,0.00000%,3,0.013%,3,0.016%
123,Spearow,0.00000%,3,0.013%,3,0.016%
