Rank,Pokemon,Usage %,Raw,%,Real,%
1,Landorus-Therian,40.23478%,1172685,28.474%,1006344,31.975%
2,Magearna,25.70403%,461273,11.200%,359109,11.410%
3,Zygarde,23.68640%,392008,9.518%,285757,9.079%
4,Heatran,21.57401%,582878,14.153%,481735,15.306%
5,Ferrothorn,18.13374%,644317,15.645%,550705,17.498%
6,Tornadus-Therian,17.20101%,227351,5.520%,180707,5.742%
7,Chansey,16.82700%,305061,7.407%,230349,7.319%
8,Toxapex,16.50275%,422150,10.250%,327298,10.399%
9,Kartana,16.10712%,450309,10.934%,329822,10.480%
10,Greninja-Ash,15.68455%,607324,14.746%,448898,14.263%
11,Clefable,15.25731%,383496,9.312%,291866,9.274%
12,Tapu Lele,14.59752%,345332,8.385%,258739,8.221%
13,Greninja,13.44948%,422597,10.261%,324247,10.302%
14,Excadrill,13.28795%,300692,7.301%,235188,7.473%
15,Tapu Koko,13.06242%,635234,15.424%,503879,16.010%
16,Zapdos,11.09663%,307537,7.467%,242481,7.704%
17,Tapu Bulu,10.60012%,262281,6.368%,202506,6.434%
18,Skarmory,10.52997%,236187,5.735%,194446,6.178%
19,Tangrowth,10.15774%,246930,5.996%,193079,6.135%
20,Mawile-Mega,10.03853%,196612,4.774%,145988,4.639%
21,Scizor-Mega,9.92963%,268943,6.530%,209128,6.645%
22,Gliscor,8.02233%,310167,7.531%,241845,7.684%
23,Swampert-Mega,7.91328%,182267,4.426%,148512,4.719%
24,Pelipper,7.72981%,175083,4.251%,159435,5.066%
25,Blacephalon,6.90262%,234281,5.689%,171329,5.444%
26,Hawlucha,6.73169%,270831,6.576%,183985,5.846%
27,Sableye-Mega,6.47182%,146782,3.564%,126522,4.020%
28,Alakazam-Mega,6.05697%,259728,6.306%,175633,5.580%
29,Gyarados-Mega,6.03719%,160579,3.899%,120380,3.825%
30,Celesteela,5.89331%,297134,7.215%,236049,7.500%
31,Tyranitar,5.88968%,254227,6.173%,196468,6.242%
32,Volcarona,5.59901%,284728,6.913%,204866,6.509%
33,Tapu Fini,5.48710%,235771,5.725%,192354,6.112%
34,Pinsir-Mega,5.25331%,138605,3.365%,97640,3.102%
35,Keldeo,5.15578%,152443,3.701%,114902,3.651%
36,Medicham-Mega,5.15230%,222503,5.403%,174351,5.540%
37,Magnezone,5.09753%,221712,5.383%,171913,5.462%
38,Mimikyu,4.93437%,269970,6.555%,187537,5.959%
39,Victini,4.70008%,177829,4.318%,136469,4.336%
40,Serperior,4.46960%,197632,4.799%,143641,4.564%
41,Jirachi,4.46163%,154170,3.743%,118315,3.759%
42,Latias-Mega,4.25322%,61207,1.486%,44873,1.426%
43,Bisharp,3.98385%,191832,4.658%,134452,4.272%
44,Weavile,3.96826%,133136,3.233%,95631,3.039%
45,Lopunny-Mega,3.94114%,232836,5.653%,177095,5.627%
46,Venusaur-Mega,3.85723%,173409,4.211%,133145,4.230%
47,Manaphy,3.83395%,54956,1.334%,39256,1.247%
48,Hippowdon,3.74458%,62092,1.508%,53663,1.705%
49,Gastrodon,3.72797%,125971,3.059%,100462,3.192%
50,Latios-Mega,3.72682%,126214,3.065%,93292,2.964%
51,Gyarados,3.69579%,116975,2.840%,88987,2.827%
52,Kingdra,3.68219%,76968,1.869%,53939,1.714%
53,Charizard-Mega-X,3.66295%,279354,6.783%,210207,6.679%
54,Garchomp,3.31572%,301020,7.309%,228401,7.257%
55,Ditto,3.25886%,55137,1.339%,40432,1.285%
56,Zeraora,3.23733%,343016,8.329%,263103,8.360%
57,Mew,3.21239%,180772,4.389%,140796,4.474%
58,Diancie-Mega,3.15212%,99110,2.406%,78125,2.482%
59,Reuniclus,2.97608%,46284,1.124%,33616,1.068%
60,Amoonguss,2.92688%,100554,2.442%,75208,2.390%
61,Ninetales-Alola,2.83004%,134891,3.275%,108153,3.436%
62,Kyurem-Black,2.78411%,172576,4.190%,127986,4.067%
63,Rotom-Wash,2.76150%,271602,6.595%,225210,7.156%
64,Quagsire,2.38974%,47512,1.154%,35019,1.113%
65,Hoopa-Unbound,2.29503%,112330,2.727%,78021,2.479%
66,Tyranitar-Mega,2.19947%,99038,2.405%,73803,2.345%
67,Latios,2.13403%,167020,4.055%,119540,3.798%
68,Charizard-Mega-Y,2.04166%,203001,4.929%,160286,5.093%
