Rank,Pokemon,Usage %,Raw,%,Real,%
1,Latios,39.29082%,32204,24.287%,24245,23.557%
2,Tyranitar,38.70436%,26392,19.904%,21902,21.281%
3,Ferrothorn,33.90288%,37575,28.338%,32309,31.393%
4,Garchomp,32.80656%,31891,24.051%,24580,23.883%
5,Politoed,25.06957%,23902,18.026%,21302,20.698%
6,Landorus-Therian,24.28978%,19565,14.755%,16757,16.282%
7,Scizor,24.08829%,24607,18.558%,18932,18.395%
8,Alakazam,23.10927%,17318,13.061%,12245,11.898%
9,Starmie,22.21047%,20148,15.195%,15151,14.721%
10,Jirachi,21.82415%,14809,11.168%,12479,12.125%
11,Dragonite,20.54799%,20635,15.562%,15092,14.664%
12,Keldeo,18.49537%,16500,12.444%,12080,11.737%
13,Skarmory,17.63527%,12487,9.417%,10883,10.574%
14,Breloom,17.51928%,15201,11.464%,11528,11.201%
15,Excadrill,16.86229%,17935,13.526%,13282,12.905%
16,Magnezone,15.83214%,17809,13.431%,14074,13.675%
17,Tentacruel,15.27249%,15582,11.751%,11418,11.094%
18,Thundurus-Therian,15.17847%,13638,10.285%,10591,10.291%
19,Rotom-Wash,14.64161%,16452,12.407%,13933,13.538%
20,Gliscor,14.30386%,12726,9.597%,10120,9.833%
21,Reuniclus,13.14840%,10905,8.224%,8314,8.078%
22,Kyurem-Black,12.74694%,10958,8.264%,7792,7.571%
23,Jellicent,12.50823%,10007,7.547%,8000,7.773%
24,Volcarona,10.76937%,18650,14.065%,13707,13.318%
25,Heatran,9.32668%,8904,6.715%,7219,7.014%
26,Terrakion,6.68613%,6625,4.996%,4939,4.799%
27,Mamoswine,6.63069%,8138,6.137%,6269,6.091%
28,Tornadus,4.98164%,2780,2.097%,2061,2.003%
29,Celebi,4.50186%,5686,4.288%,4685,4.552%
30,Gastrodon,4.32849%,6897,5.201%,5596,5.437%
31,Forretress,3.77465%,6342,4.783%,5542,5.385%
32,Amoonguss,3.72018%,1895,1.429%,1551,1.507%
33,Salamence,3.51542%,12174,9.181%,8987,8.732%
34,Latias,2.88248%,4115,3.103%,3099,3.011%
35,Cloyster,2.62360%,9641,7.271%,7183,6.979%
36,Gyarados,2.57568%,9121,6.879%,6804,6.611%
37,Gengar,2.43658%,10215,7.704%,7377,7.168%
38,Abomasnow,2.20398%,2080,1.569%,1847,1.795%
39,Xatu,2.10555%,2141,1.615%,1755,1.705%
40,Hydreigon,2.02886%,8910,6.720%,6701,6.511%
41,Slowbro,1.90182%,1698,1.281%,1360,1.321%
42,Hippowdon,1.86552%,4219,3.182%,3594,3.492%
43,Conkeldurr,1.68815%,9471,7.143%,7243,7.038%
44,Haxorus,1.56956%,4815,3.631%,3587,3.485%
45,Ninetales,1.52654%,5223,3.939%,4521,4.393%
46,Seismitoad,1.42223%,1160,0.875%,971,0.943%
47,Mew,1.28299%,1766,1.332%,1443,1.402%
48,Moltres,1.19148%,595,0.449%,497,0.483%
49,Chansey,1.11525%,3182,2.400%,2382,2.314%
50,Toxicroak,1.05519%,5253,3.962%,3917,3.806%
51,Ditto,0.97019%,1327,1.001%,1046,1.016%
52,Azelf,0.95169%,1608,1.213%,1389,1.350%
53,Kyurem,0.80224%,908,0.685%,662,0.643%
54,Weavile,0.74756%,3226,2.433%,2295,2.230%
55,Cresselia,0.70835%,1000,0.754%,767,0.745%
56,Liepard,0.70653%,396,0.299%,346,0.336%
57,Kadabra,0.67368%,87,0.066%,67,0.065%
58,Nidoqueen,0.67109%,380,0.287%,303,0.294%
59,Lucario,0.66721%,4446,3.353%,3379,3.283%
60,Milotic,0.65200%,2185,1.648%,1727,1.678%
61,Empoleon,0.62274%,1526,1.151%,1234,1.199%
62,Victini,0.55829%,2389,1.802%,1813,1.762%
63,Porygon-Z,0.53834%,1036,0.781%,763,0.741%
64,Zapdos,0.52907%,1171,0.883%,934,0.908%
65,Vaporeon,0.50446%,2187,1.649%,1667,1.620%
66,Slowking,0.49860%,963,0.726%,764,0.742%
67,Donphan,0.47482%,2131,1.607%,1740,1.691%
68,Infernape,0.45455%,6952,5.243%,5370,5.218%
69,Metagross,0.40802%,3670,2.768%,2822,2.742%
70,Espeon,0.31113%,4429,3.340%,3507,3.408%
71,Uxie,0.30769%,439,0.331%,392,0.381%
72,Mienshao,0.29191%,2582,1.947%,2098,2.039%
73,Cobalion,0.28671%,402,0.303%,332,0.323%
74,Porygon2,0.28496%,2160,1.629%,1678,1.630%
75,Lanturn,0.26290%,862,0.650%,588,0.571%
76,Lopunny,0.25145%,259,0.195%,194,0.188%
77,Darmanitan,0.23653%,3291,2.482%,2530,2.458%
78,Lapras,0.21550%,1350,1.018%,904,0.878%
79,Smeargle,0.21193%,252,0.190%,211,0.205%
80,Staraptor,0.21110%,2096,1.581%,1602,1.557%
81,Froslass,0.20629%,1567,1.182%,1348,1.310%
82,Jolteon,0.20547%,4839,3.649%,3719,3.614%
83,Bronzong,0.19325%,2508,1.891%,2217,2.154%
84,Aerodactyl,0.19206%,1349,1.017%,1153,1.120%
85,Blissey,0.16236%,4658,3.513%,3554,3.453%
86,Honchkrow,0.15898%,641,0.483%,491,0.477%
87,Raikou,0.14021%,960,0.724%,679,0.660%
88,Chandelure,0.12352%,3915,2.953%,2989,2.904%
89,Azumarill,0.12192%,943,0.711%,705,0.685%
90,Roserade,0.11607%,1524,1.149%,1179,1.146%
91,Sharpedo,0.11335%,490,0.370%,355,0.345%
92,Golurk,0.11334%,573,0.432%,444,0.431%
93,Ninjask,0.11078%,448,0.338%,380,0.369%
94,Kingdra,0.10954%,2169,1.636%,1667,1.620%
95,Shaymin,0.10901%,294,0.222%,240,0.233%
96,Hitmontop,0.10390%,957,0.722%,790,0.768%
97,Quagsire,0.10355%,1162,0.876%,884,0.859%
98,Arcanine,0.10353%,2516,1.897%,1935,1.880%
99,Lilligant,0.10279%,293,0.221%,228,0.222%
100,Feraligatr,0.09724%,631,0.476%,475,0.462%
101,Walrein,0.08472%,490,0.370%,357,0.347%
102,Cofagrigus,0.08151%,2942,2.219%,2312,2.246%
103,Electrode,0.07680%,498,0.376%,454,0.441%
104,Alomomola,0.07548%,446,0.336%,298,0.290%
