Rank,Pokemon,Usage %,Raw,%,Real,%
1,Druddigon,40.08503%,2392,30.659%,2091,33.777%
2,Spiritomb,36.20333%,1216,15.586%,981,15.846%
3,Qwilfish,36.17873%,1539,19.726%,1382,22.324%
4,Durant,32.50511%,1653,21.187%,1246,20.127%
5,Kabutops,30.80828%,1554,19.918%,1114,17.995%
6,Sceptile,23.76348%,1519,19.469%,1124,18.156%
7,Rotom-Mow,23.24162%,1022,13.099%,846,13.666%
8,Steelix,22.20013%,965,12.369%,854,13.795%
9,Uxie,20.11653%,1143,14.650%,988,15.960%
10,Clefable,16.54165%,905,11.600%,737,11.905%
11,Slowking,15.12289%,1103,14.137%,868,14.021%
12,Moltres,14.71748%,942,12.074%,740,11.953%
13,Magneton,14.09702%,956,12.253%,764,12.341%
14,Mesprit,13.45832%,709,9.087%,569,9.191%
15,Scyther,12.88898%,459,5.883%,344,5.557%
16,Cryogonal,11.20296%,1334,17.098%,956,15.443%
17,Ferroseed,9.96495%,570,7.306%,504,8.141%
18,Archeops,9.94957%,593,7.601%,471,7.608%
19,Emboar,9.51355%,1008,12.920%,796,12.858%
20,Drapion,9.04868%,465,5.960%,376,6.074%
21,Gurdurr,8.98657%,73,0.936%,62,1.002%
22,Poliwrath,8.98213%,233,2.986%,190,3.069%
23,Rotom,8.86168%,1166,14.945%,967,15.620%
24,Aerodactyl,8.61468%,549,7.037%,446,7.204%
25,Mandibuzz,8.58427%,73,0.936%,55,0.888%
26,Golurk,8.49555%,717,9.190%,574,9.272%
27,Aggron,8.45375%,654,8.382%,491,7.931%
28,Entei,7.58021%,769,9.856%,586,9.466%
29,Escavalier,6.56299%,601,7.703%,480,7.754%
30,Tauros,5.82733%,143,1.833%,109,1.761%
31,Alomomola,5.79437%,765,9.805%,597,9.644%
32,Medicham,5.76091%,580,7.434%,430,6.946%
33,Rhydon,5.40244%,573,7.344%,486,7.851%
34,Electivire,4.87733%,373,4.781%,285,4.604%
35,Garbodor,4.55961%,194,2.487%,157,2.536%
36,Absol,4.55162%,587,7.524%,435,7.027%
37,Feraligatr,4.36313%,952,12.202%,686,11.081%
38,Braviary,3.92582%,165,2.115%,137,2.213%
39,Amoonguss,3.91058%,565,7.242%,445,7.188%
40,Sigilyph,3.84735%,698,8.946%,537,8.674%
41,Omastar,3.66983%,611,7.831%,490,7.915%
42,Gallade,3.46341%,612,7.844%,479,7.737%
43,Swellow,3.12914%,134,1.718%,107,1.728%
44,Manectric,3.11096%,387,4.960%,322,5.201%
45,Torterra,2.96496%,53,0.679%,39,0.630%
46,Lilligant,2.86167%,363,4.653%,286,4.620%
47,Lanturn,2.80569%,466,5.973%,383,6.187%
48,Hitmonlee,2.74276%,378,4.845%,263,4.248%
49,Fraxure,2.68067%,42,0.538%,26,0.420%
50,Cinccino,2.45888%,611,7.831%,470,7.592%
51,Bouffalant,2.41292%,322,4.127%,233,3.764%
52,Pinsir,2.11884%,43,0.551%,34,0.549%
53,Mantine,2.04506%,46,0.590%,32,0.517%
54,Sandslash,2.02343%,258,3.307%,201,3.247%
55,Seismitoad,1.89115%,71,0.910%,60,0.969%
56,Typhlosion,1.88799%,426,5.460%,327,5.282%
57,Dusknoir,1.75088%,425,5.447%,338,5.460%
58,Scolipede,1.68766%,142,1.820%,119,1.922%
59,Accelgor,1.58458%,369,4.730%,298,4.814%
60,Piloswine,1.20917%,32,0.410%,29,0.468%
