Rank,Pokemon,Usage %,Raw,%,Real,%
1,Snorlax,96.08519%,12456,74.694%,10841,76.693%
2,Cloyster,67.55563%,7947,47.655%,7226,51.119%
3,Zapdos,65.22636%,7571,45.401%,6751,47.759%
4,Tyranitar,37.47266%,5142,30.835%,4278,30.264%
5,Gengar,31.20765%,4701,28.190%,3894,27.547%
6,Raikou,28.81486%,3840,23.027%,3448,24.392%
7,Forretress,24.09142%,2688,16.119%,2477,17.523%
8,Skarmory,22.84697%,3087,18.512%,2645,18.712%
9,Golem,20.14076%,1957,11.735%,1646,11.644%
10,Exeggutor,20.01040%,4017,24.089%,3517,24.880%
11,Steelix,18.70833%,2855,17.120%,2451,17.339%
12,Marowak,17.24270%,2089,12.527%,1674,11.842%
13,Starmie,16.98261%,2384,14.296%,2004,14.177%
14,Machamp,13.58037%,3230,19.369%,2534,17.926%
15,Nidoking,13.04306%,2386,14.308%,2128,15.054%
16,Vaporeon,10.59824%,1380,8.275%,1082,7.654%
17,Blissey,9.11868%,2090,12.533%,1740,12.309%
18,Venusaur,9.11201%,759,4.551%,665,4.704%
19,Umbreon,9.01134%,1594,9.559%,1362,9.635%
20,Suicune,8.70404%,1592,9.547%,1297,9.175%
21,Rhydon,6.64950%,1052,6.308%,840,5.942%
22,Misdreavus,4.86159%,1242,7.448%,1074,7.598%
23,Kangaskhan,4.17501%,134,0.804%,103,0.729%
24,Jynx,3.89475%,1313,7.874%,1159,8.199%
25,Smeargle,3.79649%,879,5.271%,809,5.723%
26,Espeon,3.65575%,712,4.270%,546,3.863%
27,Heracross,3.53449%,1278,7.664%,1033,7.308%
28,Miltank,3.51662%,1003,6.015%,793,5.610%
29,Houndoom,3.29921%,970,5.817%,764,5.405%
30,Jolteon,3.18604%,1080,6.476%,904,6.395%
31,Charizard,3.02825%,1495,8.965%,1165,8.242%
32,Tentacruel,2.45190%,403,2.417%,337,2.384%
33,Moltres,1.57159%,307,1.841%,247,1.747%
34,Porygon2,1.51715%,277,1.661%,224,1.585%
35,Kingdra,1.13415%,635,3.808%,539,3.813%
36,Dragonite,0.91811%,1051,6.302%,853,6.034%
37,Meganium,0.82804%,463,2.776%,390,2.759%
38,Alakazam,0.72768%,879,5.271%,687,4.860%
39,Entei,0.58355%,188,1.127%,152,1.075%
40,Piloswine,0.56449%,121,0.726%,107,0.757%
