Rank,Pokemon,Usage %,Raw,%,Real,%
1,Landorus-Therian,44.11066%,126712,20.628%,107006,23.371%
2,Magearna,25.28133%,58034,9.447%,45597,9.959%
3,Greninja-Ash,23.25004%,97379,15.852%,70664,15.434%
4,Tapu Koko,18.86158%,67903,11.054%,53629,11.713%
5,Kartana,18.41016%,61241,9.969%,44129,9.638%
6,Ferrothorn,16.77540%,88379,14.387%,73345,16.019%
7,Tornadus-Therian,16.28908%,38033,6.191%,28950,6.323%
8,Toxapex,15.76774%,54955,8.946%,41919,9.156%
9,Heatran,15.50165%,68364,11.129%,54397,11.881%
10,Tapu Lele,15.32292%,42361,6.896%,31444,6.868%
11,Tapu Fini,13.62865%,30989,5.045%,24912,5.441%
12,Medicham-Mega,11.63986%,30481,4.962%,23969,5.235%
13,Excadrill,11.23018%,49237,8.015%,37127,8.109%
14,Gliscor,10.82624%,62558,10.184%,47839,10.449%
15,Chansey,10.63795%,55227,8.990%,41718,9.112%
16,Scizor-Mega,10.57337%,31806,5.178%,24230,5.292%
17,Clefable,10.08326%,42095,6.853%,30536,6.669%
18,Hawlucha,9.69194%,37575,6.117%,25566,5.584%
19,Rotom-Wash,9.03741%,52017,8.468%,42459,9.274%
20,Magnezone,8.95495%,31983,5.207%,24437,5.337%
21,Zapdos,8.70285%,40408,6.578%,31957,6.980%
22,Garchomp,8.45629%,59983,9.765%,45571,9.953%
23,Swampert-Mega,8.38165%,32760,5.333%,26111,5.703%
24,Pelipper,8.28322%,33328,5.425%,30424,6.645%
25,Serperior,8.00999%,57589,9.375%,40667,8.882%
26,Pinsir-Mega,7.58855%,15615,2.542%,10607,2.317%
27,Skarmory,6.59138%,42130,6.858%,34209,7.472%
28,Mawile-Mega,6.50735%,27870,4.537%,20275,4.428%
29,Greninja,6.45767%,45427,7.395%,33348,7.284%
30,Kyurem-Black,6.11897%,20948,3.410%,14999,3.276%
31,Tapu Bulu,6.11766%,20928,3.407%,15622,3.412%
32,Victini,5.88270%,27045,4.403%,20194,4.411%
33,Manaphy,5.82325%,11522,1.876%,8163,1.783%
34,Kommo-o,5.74866%,30913,5.032%,22590,4.934%
35,Alakazam-Mega,5.70038%,30272,4.928%,20126,4.396%
36,Lopunny-Mega,5.62076%,33636,5.476%,25954,5.669%
37,Tangrowth,5.30274%,19489,3.173%,14763,3.224%
38,Hoopa-Unbound,5.29748%,11927,1.942%,8322,1.818%
39,Celesteela,5.26165%,30444,4.956%,23598,5.154%
40,Sableye-Mega,4.83859%,21851,3.557%,19085,4.168%
41,Tyranitar,4.73670%,36597,5.958%,27911,6.096%
42,Jirachi,4.50309%,19011,3.095%,13953,3.048%
43,Volcarona,4.46026%,41328,6.728%,28711,6.271%
44,Latias-Mega,4.40111%,9690,1.577%,6765,1.478%
45,Azumarill,4.02151%,32941,5.362%,24048,5.252%
46,Slowbro,3.93194%,7951,1.294%,6081,1.328%
47,Diancie-Mega,3.92383%,19163,3.120%,15292,3.340%
48,Mimikyu,3.91756%,26613,4.332%,18003,3.932%
49,Charizard-Mega-X,3.76102%,46194,7.520%,34109,7.450%
50,Blacephalon,3.66548%,22283,3.627%,15813,3.454%
51,Dragonite,3.46452%,33668,5.481%,23570,5.148%
52,Charizard-Mega-Y,3.25072%,34625,5.637%,26462,5.780%
53,Keldeo,3.16567%,24147,3.931%,18717,4.088%
54,Gyarados-Mega,3.02033%,17166,2.794%,12800,2.796%
55,Ditto,2.91505%,16494,2.685%,11397,2.489%
56,Latios,2.77572%,11506,1.873%,8096,1.768%
57,Weavile,2.61619%,20485,3.335%,14444,3.155%
58,Hydreigon,2.56049%,12105,1.971%,8657,1.891%
59,Kingdra,2.53852%,13049,2.124%,8851,1.933%
60,Reuniclus,2.52618%,8450,1.376%,5915,1.292%
61,Bisharp,2.48839%,26486,4.312%,18325,4.002%
62,Mew,2.45426%,10961,1.784%,8502,1.857%
63,Azelf,2.38808%,7344,1.196%,6687,1.461%
64,Conkeldurr,2.31954%,14414,2.346%,10417,2.275%
65,Thundurus-Therian,2.19053%,8186,1.333%,5995,1.309%
66,Tyranitar-Mega,2.14025%,14910,2.427%,11252,2.458%
67,Crawdaunt,1.74459%,8548,1.392%,6298,1.376%
68,Hippowdon,1.62999%,12352,2.011%,10498,2.293%
69,Quagsire,1.57347%,12106,1.971%,8909,1.946%
70,Ribombee,1.48323%,8085,1.316%,7303,1.595%
71,Venusaur-Mega,1.47276%,26138,4.255%,20364,4.448%
72,Kyurem,1.20450%,2881,0.469%,2083,0.455%
73,Slowbro-Mega,1.20274%,2896,0.471%,2220,0.485%
74,Latios-Mega,1.18926%,4409,0.718%,3227,0.705%
75,Gastrodon,1.14342%,9090,1.480%,7021,1.533%
76,Marowak-Alola,1.11211%,9132,1.487%,6640,1.450%
77,Amoonguss,1.10167%,10995,1.790%,8101,1.769%
78,Breloom,1.10128%,18095,2.946%,13414,2.930%
79,Shuckle,1.07152%,13253,2.157%,11874,2.593%
80,Mantine,1.04730%,3376,0.550%,2556,0.558%
81,Camerupt-Mega,1.04404%,2397,0.390%,1868,0.408%
82,Gyarados,1.04125%,14172,2.307%,10616,2.319%
83,Scizor,1.03199%,18389,2.994%,13234,2.890%
84,Nihilego,1.00915%,6080,0.990%,4551,0.994%
85,Ninetales-Alola,0.99726%,14565,2.371%,11562,2.525%
86,Gengar,0.98764%,22962,3.738%,15838,3.459%
87,Bronzong,0.96794%,4036,0.657%,3470,0.758%
88,Cresselia,0.94049%,8141,1.325%,5987,1.308%
89,Shedinja,0.91668%,4282,0.697%,2887,0.631%
90,Beedrill-Mega,0.91493%,21660,3.526%,16269,3.553%
91,Salamence,0.91074%,12154,1.979%,8464,1.849%
92,Tornadus,0.90985%,1053,0.171%,800,0.175%
93,Heracross-Mega,0.87562%,8206,1.336%,6126,1.338%
94,Mamoswine,0.86191%,9845,1.603%,7725,1.687%
95,Manectric-Mega,0.83638%,10041,1.635%,8082,1.765%
96,Xurkitree,0.80990%,9855,1.604%,7033,1.536%
97,Klefki,0.78375%,5830,0.949%,4775,1.043%
98,Garchomp-Mega,0.77690%,14350,2.336%,10435,2.279%
99,Suicune,0.75553%,4569,0.744%,3332,0.728%
100,Buzzwole,0.74477%,6280,1.022%,4318,0.943%
101,Gallade-Mega,0.74096%,11583,1.886%,8358,1.825%
102,Torkoal,0.72449%,9022,1.469%,8228,1.797%
103,Araquanid,0.70467%,6982,1.137%,5928,1.295%
104,Infernape,0.69779%,21901,3.565%,16492,3.602%
105,Gardevoir-Mega,0.69310%,10313,1.679%,7155,1.563%
106,Venusaur,0.68744%,11221,1.827%,8056,1.760%
107,Aerodactyl-Mega,0.63948%,6527,1.063%,4646,1.015%
108,Alomomola,0.60563%,4231,0.689%,3117,0.681%
109,Porygon-Z,0.60267%,10335,1.682%,7225,1.578%
110,Druddigon,0.57140%,2781,0.453%,2474,0.540%
111,Whimsicott,0.56368%,6132,0.998%,4615,1.008%
112,Nidoking,0.55220%,8883,1.446%,6786,1.482%
113,Cofagrigus,0.54409%,4468,0.727%,3525,0.770%
114,Muk-Alola,0.52710%,8893,1.448%,6654,1.453%
115,Cloyster,0.52666%,14885,2.423%,10978,2.398%
116,Umbreon,0.52554%,11035,1.796%,7556,1.650%
117,Audino,0.49486%,1242,0.202%,947,0.207%
118,Aggron-Mega,0.48892%,5302,0.863%,4224,0.923%
119,Scolipede,0.48201%,8120,1.322%,5825,1.272%
120,Espeon,0.47544%,11501,1.872%,8624,1.884%
121,Thundurus,0.46636%,3567,0.581%,2628,0.574%
122,Zeraora,0.46541%,15944,2.596%,11833,2.584%
123,Diggersby,0.44121%,4844,0.789%,3298,0.720%
124,Stakataka,0.43165%,3917,0.638%,2892,0.632%
125,Uxie,0.38756%,4337,0.706%,3970,0.867%
126,Sharpedo-Mega,0.38627%,3137,0.511%,2062,0.450%
127,Blissey,0.37919%,13150,2.141%,9226,2.015%
128,Latias,0.37510%,5496,0.895%,3807,0.831%
129,Alakazam,0.37306%,9262,1.508%,5718,1.249%
130,Empoleon,0.36825%,8681,1.413%,6919,1.511%
131,Krookodile,0.36647%,6999,1.139%,5234,1.143%
132,Aerodactyl,0.36433%,3158,0.514%,2741,0.599%
133,Porygon2,0.34778%,8204,1.336%,6435,1.405%
134,Pyukumuku,0.34709%,2773,0.451%,2052,0.448%
135,Necrozma,0.34129%,1291,0.210%,886,0.194%
136,Altaria-Mega,0.33556%,6496,1.057%,4457,0.973%
137,Volcanion,0.32038%,6938,1.129%,5255,1.148%
138,Seismitoad,0.31014%,2259,0.368%,1828,0.399%
139,Terrakion,0.30695%,2340,0.381%,1679,0.367%
140,Golisopod,0.30251%,4647,0.756%,3552,0.776%
141,Banette-Mega,0.28069%,3390,0.552%,2645,0.578%
142,Smeargle,0.27446%,4850,0.790%,4271,0.933%
143,Slurpuff,0.26860%,5518,0.898%,4100,0.895%
144,Glalie-Mega,0.26184%,1221,0.199%,909,0.199%
145,Mandibuzz,0.26109%,6371,1.037%,4659,1.018%
146,Staraptor,0.26090%,11995,1.953%,8992,1.964%
147,Galvantula,0.25586%,12950,2.108%,11124,2.430%
148,Barbaracle,0.25350%,1527,0.249%,974,0.213%
149,Omastar,0.24501%,1636,0.266%,1256,0.274%
150,Ursaring,0.24484%,1701,0.277%,1231,0.269%
151,Linoone,0.24423%,4485,0.730%,3100,0.677%
152,Registeel,0.24323%,1304,0.212%,1050,0.229%
153,Celebi,0.24266%,2499,0.407%,1791,0.391%
154,Snorlax,0.23344%,16773,2.730%,12019,2.625%
155,Chandelure,0.21696%,12441,2.025%,9103,1.988%
156,Vivillon,0.21635%,2166,0.353%,1536,0.335%
