Rank,Pokemon,Usage %,Raw,%,Real,%
1,Yveltal,74.26605%,78355,23.966%,58932,25.774%
2,Necrozma-Dusk-Mane,70.79306%,67244,20.567%,50404,22.044%
3,Eternatus,52.74458%,59372,18.160%,42280,18.491%
4,Calyrex-Shadow,48.82577%,90365,27.639%,61496,26.895%
5,Xerneas,39.66298%,74797,22.877%,51473,22.512%
6,Kyogre,37.14695%,58614,17.928%,42035,18.384%
7,Ho-Oh,23.84117%,34504,10.553%,26051,11.393%
8,Marshadow,22.37540%,61939,18.945%,42378,18.534%
9,Zygarde,19.98596%,28955,8.856%,20105,8.793%
10,Groudon,15.47748%,29491,9.020%,22608,9.888%
11,Zekrom,12.41669%,15299,4.679%,9855,4.310%
12,Dracovish,8.99435%,41971,12.837%,29913,13.082%
13,Ditto,7.25339%,23503,7.189%,15820,6.919%
14,Ferrothorn,7.16490%,26380,8.069%,21411,9.364%
15,Calyrex-Ice,6.32680%,14790,4.524%,10127,4.429%
16,Slurpuff,6.26470%,7802,2.386%,6783,2.967%
17,Darmanitan-Galar,6.13533%,40463,12.376%,28053,12.269%
18,Blissey,5.71915%,12537,3.835%,8954,3.916%
19,Rayquaza,5.57449%,20502,6.271%,13807,6.038%
20,Excadrill,4.93323%,12126,3.709%,9278,4.058%
21,Shuckle,4.80833%,21080,6.448%,19414,8.491%
22,Palkia,4.63822%,11088,3.391%,7756,3.392%
23,Urshifu,4.02600%,17417,5.327%,12098,5.291%
24,Landorus-Therian,3.97965%,11322,3.463%,8859,3.874%
25,Tyranitar,3.95413%,13349,4.083%,10141,4.435%
26,Magearna,3.81705%,18138,5.548%,13469,5.891%
27,Weavile,3.77367%,6703,2.050%,4869,2.129%
28,Tangrowth,3.62849%,3187,0.975%,2323,1.016%
29,Cloyster,3.45549%,10279,3.144%,7648,3.345%
30,Aerodactyl,3.29475%,3289,1.006%,2777,1.215%
31,Lunala,3.29349%,5650,1.728%,3973,1.738%
32,Regieleki,3.21047%,17360,5.310%,12806,5.601%
33,Pheromosa,3.01591%,14612,4.469%,10176,4.450%
34,Cinderace,2.95847%,51598,15.782%,36429,15.932%
35,Kyurem-Black,2.69502%,9947,3.042%,6355,2.779%
36,Froslass,2.67627%,3641,1.114%,3084,1.349%
37,Dialga,2.37045%,16906,5.171%,12602,5.511%
38,Mewtwo,2.35484%,18007,5.508%,12287,5.374%
39,Lugia,2.33930%,20138,6.159%,13748,6.013%
40,Zarude,2.30069%,2840,0.869%,1921,0.840%
41,Zamazenta-Crowned,2.23394%,13947,4.266%,9722,4.252%
42,Giratina,2.22086%,5679,1.737%,3978,1.740%
43,Shedinja,1.99579%,6290,1.924%,4379,1.915%
44,Toxapex,1.96644%,17452,5.338%,13649,5.969%
45,Hatterene,1.89345%,5973,1.827%,4871,2.130%
46,Magnezone,1.85316%,3482,1.065%,2490,1.089%
47,Kyurem-White,1.83199%,9766,2.987%,6275,2.744%
48,Grimmsnarl,1.76533%,9119,2.789%,7335,3.208%
49,Giratina-Origin,1.70093%,9964,3.048%,6706,2.933%
50,Landorus,1.68463%,9276,2.837%,6931,3.031%
51,Ribombee,1.57579%,3122,0.955%,2781,1.216%
52,Genesect,1.54709%,12075,3.693%,8796,3.847%
53,Chansey,1.50240%,6617,2.024%,4670,2.042%
54,Buzzwole,1.38849%,1551,0.474%,1079,0.472%
55,Reshiram,1.31095%,5071,1.551%,3382,1.479%
56,Porygon2,1.30430%,3348,1.024%,2543,1.112%
57,Clefable,1.28395%,9273,2.836%,6801,2.974%
58,Melmetal,1.27000%,8994,2.751%,6836,2.990%
59,Naganadel,1.25214%,9048,2.767%,6188,2.706%
60,Gastrodon,1.21580%,2480,0.759%,1934,0.846%
61,Quagsire,1.18577%,4016,1.228%,2921,1.277%
62,Corviknight,1.14880%,11292,3.454%,7964,3.483%
63,Terrakion,0.75695%,637,0.195%,483,0.211%
64,Rillaboom,0.73448%,9646,2.950%,6424,2.810%
65,Heatran,0.71076%,4657,1.424%,3559,1.557%
66,Solgaleo,0.65296%,3359,1.027%,2350,1.028%
67,Umbreon,0.50969%,3778,1.156%,2759,1.207%
68,Skarmory,0.50377%,5915,1.809%,4862,2.126%
69,Crawdaunt,0.46086%,1471,0.450%,1125,0.492%
70,Galvantula,0.44866%,6092,1.863%,5488,2.400%
71,Garchomp,0.43455%,16592,5.075%,11834,5.176%
72,Slowbro,0.42583%,3128,0.957%,2311,1.011%
73,Seismitoad,0.40954%,1592,0.487%,1252,0.548%
74,Incineroar,0.40294%,5252,1.606%,4040,1.767%
75,Cresselia,0.39926%,1204,0.368%,802,0.351%
76,Dragapult,0.36517%,20380,6.233%,13886,6.073%
77,Klefki,0.33252%,2739,0.838%,2308,1.009%
78,Hippowdon,0.32885%,3028,0.926%,2453,1.073%
79,Dugtrio,0.31956%,2388,0.730%,1849,0.809%
80,Whimsicott,0.31674%,5113,1.564%,3692,1.615%
81,Zamazenta,0.30466%,1752,0.536%,1182,0.517%
82,Kartana,0.29064%,11409,3.490%,7981,3.490%
83,Mew,0.28247%,7826,2.394%,6180,2.703%
84,Tapu Lele,0.27821%,3195,0.977%,2244,0.981%
85,Mimikyu,0.27708%,9072,2.775%,6577,2.876%
86,Volcarona,0.27556%,8743,2.674%,5957,2.605%
87,Pyukumuku,0.27521%,3838,1.174%,2943,1.287%
88,Togedemaru,0.25700%,5749,1.758%,4254,1.860%
89,Dragonite,0.25658%,10371,3.172%,6928,3.030%
90,Aegislash,0.24450%,8626,2.638%,6123,2.678%
91,Scolipede,0.23615%,2067,0.632%,1585,0.693%
92,Sandaconda,0.23582%,2285,0.699%,1953,0.854%
93,Corsola-Galar,0.22968%,3906,1.195%,2880,1.260%
94,Xatu,0.22375%,1135,0.347%,874,0.382%
95,Pelipper,0.20702%,2932,0.897%,2470,1.080%
96,Barraskewda,0.19000%,2184,0.668%,1531,0.670%
97,Dracozolt,0.18703%,2323,0.711%,1574,0.688%
98,Lycanroc,0.18582%,910,0.278%,753,0.329%
99,Spectrier,0.18344%,2287,0.700%,1540,0.674%
