Rank,Pokemon,Usage %,Raw,%,Real,%
1,Excadrill,27.97106%,17175,14.122%,13294,14.057%
2,Landorus-Therian,24.75984%,18136,14.913%,15485,16.374%
3,Tornadus-Therian,21.23409%,7775,6.393%,6395,6.762%
4,Garchomp,18.93543%,17921,14.736%,14573,15.410%
5,Clefable,18.47210%,18305,15.051%,14168,14.981%
6,Keldeo,16.87888%,13357,10.983%,10279,10.869%
7,Heatran,16.31832%,14024,11.531%,11668,12.338%
8,Tyranitar,16.13353%,13090,10.763%,10479,11.081%
9,Metagross-Mega,15.19455%,12534,10.306%,9717,10.275%
10,Weavile,14.22961%,13136,10.801%,9773,10.334%
11,Rotom-Wash,14.07870%,15565,12.798%,13134,13.888%
12,Talonflame,13.60524%,14112,11.604%,10964,11.593%
13,Ferrothorn,13.49092%,16133,13.266%,13839,14.634%
14,Latios,13.23400%,9754,8.020%,7171,7.583%
15,Bisharp,13.01858%,11507,9.462%,8478,8.965%
16,Magnezone,10.39323%,9568,7.867%,7438,7.865%
17,Gliscor,9.83574%,15167,12.471%,11802,12.480%
18,Scizor-Mega,9.74698%,10873,8.940%,8232,8.705%
19,Latias,9.37566%,4920,4.046%,3560,3.764%
20,Starmie,9.13957%,8481,6.974%,6385,6.752%
21,Slowbro,8.86480%,6594,5.422%,5336,5.642%
22,Skarmory,8.86466%,9888,8.131%,8496,8.984%
23,Serperior,8.42151%,13615,11.195%,10417,11.015%
24,Lopunny-Mega,8.27750%,7995,6.574%,6385,6.752%
25,Gengar,8.06133%,13171,10.830%,9791,10.353%
26,Azumarill,8.03076%,12008,9.874%,9337,9.873%
27,Manaphy,7.79921%,5307,4.364%,4086,4.321%
28,Thundurus,7.67862%,4379,3.601%,3408,3.604%
29,Diancie-Mega,7.33447%,4688,3.855%,3932,4.158%
30,Zapdos,7.33275%,6745,5.546%,5389,5.698%
31,Chansey,6.55912%,7663,6.301%,5735,6.064%
32,Medicham-Mega,6.17265%,4319,3.551%,3538,3.741%
33,Amoonguss,5.97932%,6437,5.293%,4916,5.198%
34,Mew,5.93296%,4693,3.859%,3792,4.010%
35,Jirachi,5.85625%,5114,4.205%,3984,4.213%
36,Breloom,5.74951%,8710,7.162%,6585,6.963%
37,Dragonite,5.50178%,10204,8.390%,7357,7.779%
38,Hippowdon,4.93573%,3531,2.903%,3068,3.244%
39,Altaria-Mega,4.91175%,2924,2.404%,2213,2.340%
40,Charizard-Mega-Y,4.87237%,8628,7.094%,6913,7.310%
41,Blastoise-Mega,4.74505%,2090,1.719%,1720,1.819%
42,Tangrowth,4.65463%,3036,2.496%,2443,2.583%
43,Latias-Mega,4.25471%,1799,1.479%,1363,1.441%
44,Volcanion,4.12852%,3961,3.257%,3168,3.350%
45,Metagross,4.08499%,2425,1.994%,1876,1.984%
46,Pinsir-Mega,4.08374%,3234,2.659%,2380,2.517%
47,Volcarona,3.96000%,6085,5.003%,4417,4.671%
48,Raikou,3.83306%,2608,2.144%,1979,2.093%
49,Cofagrigus,3.78559%,1331,1.094%,1126,1.191%
50,Hydreigon,3.73722%,3678,3.024%,2805,2.966%
51,Crawdaunt,3.72790%,1883,1.548%,1442,1.525%
52,Venusaur-Mega,3.67382%,5800,4.769%,4604,4.868%
53,Kyurem-Black,3.63527%,3941,3.241%,2879,3.044%
54,Scizor,3.46327%,6596,5.424%,5187,5.485%
55,Gyarados-Mega,3.33715%,2327,1.913%,1845,1.951%
56,Salamence,2.88045%,2379,1.956%,1815,1.919%
57,Azelf,2.73134%,5018,4.126%,4660,4.928%
58,Alakazam,2.65393%,2960,2.434%,2078,2.197%
59,Alomomola,2.64552%,1132,0.931%,961,1.016%
60,Alakazam-Mega,2.62658%,3245,2.668%,2271,2.401%
61,Suicune,2.60875%,2133,1.754%,1669,1.765%
62,Mamoswine,2.56223%,2091,1.719%,1698,1.795%
63,Jellicent,2.44653%,1640,1.349%,1334,1.411%
64,Charizard-Mega-X,2.42057%,7877,6.477%,6200,6.556%
65,Slowbro-Mega,2.18465%,1893,1.557%,1473,1.558%
66,Klefki,2.17673%,2325,1.912%,2051,2.169%
67,Gardevoir-Mega,2.04652%,5224,4.295%,3792,4.010%
68,Nidoking,2.02904%,1770,1.455%,1403,1.484%
69,Tyranitar-Mega,2.02224%,2780,2.286%,2234,2.362%
70,Donphan,2.00562%,1525,1.254%,1345,1.422%
71,Heracross-Mega,1.90899%,1734,1.426%,1290,1.364%
72,Infernape,1.74641%,5198,4.274%,4161,4.400%
73,Manectric-Mega,1.65660%,4303,3.538%,3450,3.648%
74,Tentacruel,1.65340%,1977,1.626%,1511,1.598%
75,Quagsire,1.58369%,2017,1.658%,1570,1.660%
76,Latios-Mega,1.57893%,1157,0.951%,846,0.895%
77,Porygon-Z,1.52037%,804,0.661%,577,0.610%
78,Aerodactyl-Mega,1.46815%,1342,1.103%,1043,1.103%
79,Seismitoad,1.41767%,1081,0.889%,986,1.043%
80,Gyarados,1.39671%,2295,1.887%,1775,1.877%
81,Togekiss,1.25402%,5554,4.567%,3980,4.208%
82,Lucario,1.24442%,2937,2.415%,2201,2.327%
83,Arcanine,1.15665%,2780,2.286%,2191,2.317%
84,Conkeldurr,1.13047%,3474,2.857%,2686,2.840%
85,Gallade-Mega,1.11619%,2363,1.943%,1685,1.782%
86,Whimsicott,1.10595%,1152,0.947%,881,0.932%
87,Shuckle,1.07994%,3175,2.611%,2964,3.134%
88,Diggersby,1.04163%,1098,0.903%,845,0.894%
89,Noivern,0.92516%,913,0.751%,674,0.713%
90,Cresselia,0.90503%,983,0.808%,772,0.816%
91,Forretress,0.88264%,2073,1.705%,1843,1.949%
92,Umbreon,0.85271%,3281,2.698%,2566,2.713%
93,Thundurus-Therian,0.84156%,1277,1.050%,991,1.048%
94,Gastrodon,0.83744%,1872,1.539%,1538,1.626%
95,Politoed,0.83345%,3031,2.492%,2836,2.999%
96,Doublade,0.80545%,622,0.511%,491,0.519%
97,Victini,0.74913%,1782,1.465%,1400,1.480%
98,Kingdra,0.74769%,2363,1.943%,1783,1.885%
99,Hoopa,0.72843%,850,0.699%,578,0.611%
100,Espeon,0.69601%,3606,2.965%,2783,2.943%
101,Venusaur,0.67954%,1561,1.284%,1141,1.207%
102,Slowking,0.67477%,847,0.696%,663,0.701%
103,Zygarde,0.66754%,776,0.638%,603,0.638%
104,Staraptor,0.63876%,2410,1.982%,1837,1.942%
105,Porygon2,0.62686%,1967,1.617%,1462,1.546%
106,Galvantula,0.62346%,2208,1.816%,1929,2.040%
107,Cloyster,0.58550%,3422,2.814%,2620,2.770%
108,Reuniclus,0.57048%,1458,1.199%,1064,1.125%
109,Chesnaught,0.56563%,1220,1.003%,961,1.016%
110,Uxie,0.55549%,394,0.324%,352,0.372%
111,Vaporeon,0.54101%,1721,1.415%,1354,1.432%
112,Krookodile,0.53065%,1273,1.047%,989,1.046%
113,Shaymin,0.51114%,389,0.320%,295,0.312%
114,Kyurem,0.50860%,386,0.317%,284,0.300%
115,Rotom-Mow,0.50357%,410,0.337%,322,0.340%
116,Malamar,0.49777%,848,0.697%,663,0.701%
117,Terrakion,0.49615%,972,0.799%,694,0.734%
118,Milotic,0.49336%,2264,1.862%,1786,1.889%
119,Hawlucha,0.48701%,1724,1.418%,1279,1.352%
120,Mandibuzz,0.46353%,2124,1.746%,1644,1.738%
121,Barbaracle,0.45494%,198,0.163%,143,0.151%
122,Kabutops,0.41649%,877,0.721%,588,0.622%
123,Chandelure,0.41189%,3233,2.658%,2567,2.714%
124,Absol-Mega,0.41123%,1448,1.191%,1127,1.192%
125,Scolipede,0.40884%,1585,1.303%,1176,1.244%
126,Xatu,0.39858%,382,0.314%,314,0.332%
127,Stoutland,0.39686%,494,0.406%,357,0.377%
128,Garchomp-Mega,0.39567%,3495,2.874%,2554,2.701%
129,Pidgeot-Mega,0.37810%,1558,1.281%,1207,1.276%
130,Blissey,0.35680%,2816,2.315%,2015,2.131%
131,Celebi,0.35017%,941,0.774%,652,0.689%
132,Empoleon,0.34711%,1458,1.199%,1160,1.227%
133,Rotom-Heat,0.33923%,856,0.704%,715,0.756%
134,Aggron-Mega,0.33750%,1265,1.040%,988,1.045%
135,Ditto,0.32814%,1897,1.560%,1414,1.495%
136,Exploud,0.32547%,505,0.415%,417,0.441%
137,Swampert,0.31385%,1711,1.407%,1435,1.517%
138,Swampert-Mega,0.29062%,2435,2.002%,1958,2.070%
139,Beedrill-Mega,0.28858%,1608,1.322%,1254,1.326%
140,Ninetales,0.26548%,1286,1.057%,1031,1.090%
141,Roserade,0.25710%,1151,0.946%,870,0.920%
142,Sylveon,0.24413%,2299,1.890%,1679,1.775%
143,Moltres,0.23297%,129,0.106%,100,0.106%
144,Feraligatr,0.23138%,1037,0.853%,786,0.831%
145,Goodra,0.22588%,2130,1.751%,1609,1.701%
146,Haxorus,0.21995%,1401,1.152%,993,1.050%
147,Slaking,0.21418%,257,0.211%,204,0.216%
148,Diancie,0.20486%,420,0.345%,323,0.342%
149,Entei,0.20158%,490,0.403%,390,0.412%
150,Dragalge,0.18463%,658,0.541%,539,0.570%
151,Froslass,0.18455%,737,0.606%,652,0.689%
152,Sceptile-Mega,0.16987%,2382,1.959%,1817,1.921%
153,Jolteon,0.16897%,2393,1.968%,1829,1.934%
154,Pelipper,0.16507%,98,0.081%,84,0.089%
155,Hitmontop,0.16501%,545,0.448%,412,0.436%
156,Gardevoir,0.16438%,1542,1.268%,1065,1.126%
157,Cobalion,0.16412%,521,0.428%,451,0.477%
158,Florges,0.16003%,744,0.612%,519,0.549%
159,Nidoqueen,0.15440%,414,0.340%,330,0.349%
160,Shedinja,0.13997%,441,0.363%,295,0.312%
161,Sableye,0.13526%,1079,0.887%,912,0.964%
162,Aerodactyl,0.12950%,559,0.460%,459,0.485%
163,Zoroark,0.11915%,1388,1.141%,594,0.628%
164,Heracross,0.11101%,745,0.613%,533,0.564%
165,Slurpuff,0.11088%,959,0.789%,730,0.772%
166,Steelix-Mega,0.11044%,332,0.273%,263,0.278%
167,Toxicroak,0.11043%,841,0.692%,633,0.669%
168,Spiritomb,0.11022%,415,0.341%,343,0.363%
169,Snorlax,0.10747%,2844,2.339%,2264,2.394%
170,Sharpedo-Mega,0.10687%,968,0.796%,714,0.755%
171,Crobat,0.10535%,1993,1.639%,1586,1.677%
172,Tangela,0.10336%,120,0.099%,94,0.099%
173,Aggron,0.10066%,590,0.485%,460,0.486%
174,Dusknoir,0.09553%,533,0.438%,446,0.472%
175,Darmanitan,0.08336%,1114,0.916%,897,0.948%
176,Mienshao,0.08327%,977,0.803%,779,0.824%
177,Bronzong,0.08131%,766,0.630%,682,0.721%
178,Medicham,0.07470%,333,0.274%,271,0.287%
179,Furfrou,0.07328%,63,0.052%,48,0.051%
180,Sawsbuck,0.07317%,107,0.088%,70,0.074%
181,Swalot,0.07281%,59,0.049%,51,0.054%
182,Cinccino,0.06830%,469,0.386%,360,0.381%
183,Carracosta,0.06663%,416,0.342%,319,0.337%
184,Glalie-Mega,0.06626%,235,0.193%,163,0.172%
185,Pangoro,0.06281%,369,0.303%,291,0.308%
186,Smeargle,0.06226%,855,0.703%,713,0.754%
187,Delphox,0.06138%,799,0.657%,584,0.618%
188,Tyrantrum,0.06120%,1107,0.910%,846,0.895%
189,Meloetta,0.05939%,408,0.335%,323,0.342%
190,Houndoom-Mega,0.05831%,456,0.375%,345,0.365%
191,Magneton,0.05458%,225,0.185%,181,0.191%
192,Tauros,0.05399%,141,0.116%,110,0.116%
193,Poliwrath,0.05354%,224,0.184%,159,0.168%
194,Dusclops,0.05223%,925,0.761%,692,0.732%
195,Escavalier,0.05070%,200,0.164%,163,0.172%
196,Camerupt-Mega,0.04937%,272,0.224%,220,0.233%
197,Rhyperior,0.04845%,553,0.455%,404,0.427%
198,Combusken,0.04641%,90,0.074%,69,0.073%
199,Weezing,0.04580%,588,0.483%,489,0.517%
200,Ludicolo,0.04461%,1260,1.036%,944,0.998%
201,Heliolisk,0.04413%,634,0.521%,482,0.510%
202,Scrafty,0.04237%,582,0.479%,452,0.478%
203,Durant,0.03601%,276,0.227%,207,0.219%
204,Mismagius,0.03541%,529,0.435%,432,0.457%
205,Sceptile,0.03490%,747,0.614%,523,0.553%
206,Blastoise,0.03453%,864,0.710%,702,0.742%
207,Machamp,0.03439%,1413,1.162%,1131,1.196%
208,Armaldo,0.03140%,266,0.219%,203,0.215%
209,Hariyama,0.03130%,275,0.226%,218,0.231%
210,Sigilyph,0.03071%,489,0.402%,385,0.407%
211,Rhydon,0.03032%,136,0.112%,111,0.117%
212,Emboar,0.02877%,307,0.252%,234,0.247%
213,Sharpedo,0.02669%,410,0.337%,312,0.330%
214,Yanmega,0.02647%,244,0.201%,188,0.199%
215,Electrode,0.02586%,136,0.112%,124,0.131%
216,Squirtle,0.02522%,43,0.035%,39,0.041%
217,Boldore,0.02522%,33,0.027%,32,0.034%
218,Flygon,0.02480%,557,0.458%,444,0.469%
219,Torterra,0.02479%,532,0.437%,399,0.422%
220,Ambipom,0.02357%,635,0.522%,486,0.514%
221,Samurott,0.02120%,252,0.207%,177,0.187%
222,Cryogonal,0.01978%,62,0.051%,48,0.051%
223,Ursaring,0.01973%,643,0.529%,502,0.531%
224,Typhlosion,0.01893%,1110,0.913%,891,0.942%
225,Linoone,0.01885%,642,0.528%,406,0.429%
226,Lapras,0.01877%,997,0.820%,815,0.862%
227,Ampharos-Mega,0.01725%,756,0.622%,551,0.583%
228,Claydol,0.01709%,452,0.372%,378,0.400%
229,Cacturne,0.01633%,77,0.063%,54,0.057%
230,Trevenant,0.01597%,560,0.460%,438,0.463%
231,Accelgor,0.01588%,268,0.220%,217,0.229%
232,Granbull,0.01499%,145,0.119%,110,0.116%
233,Gogoat,0.01379%,114,0.094%,85,0.090%
234,Meowstic,0.01362%,448,0.368%,388,0.410%
235,Swellow,0.01355%,906,0.745%,662,0.700%
236,Whiscash,0.01351%,84,0.069%,59,0.062%
237,Golbat,0.01329%,157,0.129%,98,0.104%
238,Shiftry,0.01288%,233,0.192%,163,0.172%
239,Audino-Mega,0.01233%,158,0.130%,108,0.114%
240,Eelektross,0.01208%,801,0.659%,652,0.689%
241,Zangoose,0.01158%,208,0.171%,167,0.177%
242,Rampardos,0.01144%,203,0.167%,159,0.168%
243,Dedenne,0.01120%,102,0.084%,79,0.084%
244,Vivillon,0.01120%,455,0.374%,368,0.389%
245,Archeops,0.01083%,241,0.198%,187,0.198%
246,Articuno,0.01077%,144,0.118%,104,0.110%
247,Honchkrow,0.01016%,548,0.451%,420,0.444%
248,Kangaskhan,0.00971%,92,0.076%,69,0.073%
249,Electivire,0.00966%,1045,0.859%,826,0.873%
250,Lanturn,0.00956%,479,0.394%,392,0.415%
251,Gorebyss,0.00876%,108,0.089%,89,0.094%
252,Drapion,0.00818%,403,0.331%,349,0.369%
253,Liepard,0.00812%,220,0.181%,176,0.186%
254,Gligar,0.00792%,160,0.132%,134,0.142%
255,Clawitzer,0.00769%,374,0.308%,295,0.312%
256,Avalugg,0.00711%,318,0.261%,227,0.240%
257,Abomasnow-Mega,0.00687%,387,0.318%,315,0.333%
258,Meganium,0.00681%,198,0.163%,163,0.172%
259,Exeggutor,0.00648%,212,0.174%,155,0.164%
260,Mesprit,0.00631%,83,0.068%,68,0.072%
261,Beautifly,0.00598%,49,0.040%,39,0.041%
262,Scyther,0.00597%,164,0.135%,120,0.127%
263,Dugtrio,0.00593%,376,0.309%,289,0.306%
264,Magcargo,0.00577%,77,0.063%,60,0.063%
265,Arbok,0.00566%,54,0.044%,44,0.047%
266,Virizion,0.00548%,104,0.086%,75,0.079%
267,Vileplume,0.00547%,105,0.086%,83,0.088%
268,Marowak,0.00498%,275,0.226%,215,0.227%
269,Aron,0.00498%,373,0.307%,270,0.286%
270,Hitmonchan,0.00481%,199,0.164%,160,0.169%
271,Golem,0.00476%,237,0.195%,209,0.221%
272,Druddigon,0.00473%,202,0.166%,180,0.190%
273,Torkoal,0.00473%,423,0.348%,361,0.382%
274,Steelix,0.00473%,213,0.175%,178,0.188%
275,Aurorus,0.00469%,173,0.142%,136,0.144%
276,Gourgeist-Super,0.00457%,116,0.095%,97,0.103%
277,Banette-Mega,0.00456%,561,0.461%,464,0.491%
278,Tornadus,0.00447%,112,0.092%,83,0.088%
279,Masquerain,0.00422%,175,0.144%,151,0.160%
280,Throh,0.00414%,67,0.055%,46,0.049%
281,Omastar,0.00406%,502,0.413%,359,0.380%
282,Mantine,0.00392%,129,0.106%,84,0.089%
283,Leavanny,0.00382%,179,0.147%,152,0.161%
284,Miltank,0.00361%,421,0.346%,328,0.347%
285,Shuppet,0.00358%,39,0.032%,39,0.041%
286,Leafeon,0.00345%,311,0.256%,233,0.246%
287,Clefairy,0.00306%,32,0.026%,21,0.022%
288,Gallade,0.00304%,412,0.339%,328,0.347%
289,Lilligant,0.00299%,289,0.238%,201,0.213%
290,Regirock,0.00297%,354,0.291%,297,0.314%
291,Camerupt,0.00296%,163,0.134%,140,0.148%
292,Jynx,0.00286%,115,0.095%,53,0.056%
293,Pikachu,0.00279%,676,0.556%,519,0.549%
294,Pyroar,0.00270%,143,0.118%,113,0.119%
295,Drifblim,0.00268%,102,0.084%,79,0.084%
296,Phantump,0.00251%,11,0.009%,9,0.010%
297,Probopass,0.00250%,115,0.095%,92,0.097%
298,Absol,0.00244%,347,0.285%,258,0.273%
299,Gigalith,0.00243%,232,0.191%,186,0.197%
300,Charizard,0.00239%,721,0.593%,567,0.600%
301,Regice,0.00233%,131,0.108%,86,0.091%
302,Ampharos,0.00229%,193,0.159%,127,0.134%
303,Magmortar,0.00224%,338,0.278%,274,0.290%
304,Bibarel,0.00218%,52,0.043%,40,0.042%
305,Cradily,0.00214%,429,0.353%,335,0.354%
306,Altaria,0.00213%,184,0.151%,138,0.146%
307,Regigigas,0.00210%,117,0.096%,88,0.093%
308,Chatot,0.00209%,124,0.102%,106,0.112%
309,Victreebel,0.00208%,139,0.114%,112,0.118%
310,Piloswine,0.00202%,78,0.064%,59,0.062%
311,Manectric,0.00202%,327,0.269%,269,0.284%
312,Murkrow,0.00196%,89,0.073%,80,0.085%
313,Lopunny,0.00195%,110,0.090%,95,0.100%
314,Huntail,0.00194%,77,0.063%,48,0.051%
315,Maractus,0.00194%,10,0.008%,9,0.010%
316,Muk,0.00192%,162,0.133%,131,0.139%
317,Registeel,0.00189%,150,0.123%,131,0.139%
318,Emolga,0.00183%,89,0.073%,76,0.080%
319,Venomoth,0.00164%,433,0.356%,341,0.361%
320,Lunatone,0.00148%,7,0.006%,5,0.005%
321,Braviary,0.00147%,194,0.160%,160,0.169%
322,Hitmonlee,0.00140%,486,0.400%,345,0.365%
323,Ninjask,0.00136%,97,0.080%,77,0.081%
324,Skuntank,0.00128%,125,0.103%,103,0.109%
325,Sandslash,0.00128%,183,0.150%,153,0.162%
326,Audino,0.00109%,147,0.121%,115,0.122%
327,Pidgeot,0.00107%,130,0.107%,100,0.106%
328,Sunflora,0.00106%,20,0.016%,16,0.017%
329,Frogadier,0.00101%,104,0.086%,86,0.091%
330,Raichu,0.00097%,409,0.336%,321,0.339%
331,Swanna,0.00097%,82,0.067%,63,0.067%
332,Glaceon,0.00091%,180,0.148%,142,0.150%
333,Unfezant,0.00084%,134,0.110%,99,0.105%
334,Mawile,0.00082%,90,0.074%,67,0.071%
335,Garbodor,0.00078%,109,0.090%,90,0.095%
336,Spinda,0.00070%,75,0.062%,59,0.062%
337,Fletchinder,0.00064%,30,0.025%,27,0.029%
338,Luxray,0.00062%,458,0.377%,347,0.367%
339,Pachirisu,0.00057%,70,0.058%,63,0.067%
340,Golduck,0.00056%,109,0.090%,81,0.086%
341,Houndoom,0.00055%,104,0.086%,84,0.089%
342,Aromatisse,0.00053%,24,0.020%,21,0.022%
343,Marshtomp,0.00052%,16,0.013%,12,0.013%
344,Haunter,0.00049%,90,0.074%,69,0.073%
345,Banette,0.00046%,42,0.035%,32,0.034%
346,Raticate,0.00046%,53,0.044%,42,0.044%
347,Pawniard,0.00039%,21,0.017%,13,0.014%
348,Rotom,0.00039%,91,0.075%,76,0.080%
349,Lairon,0.00037%,35,0.029%,28,0.030%
350,Floatzel,0.00035%,224,0.184%,176,0.186%
351,Abomasnow,0.00035%,190,0.156%,159,0.168%
352,Noctowl,0.00033%,46,0.038%,35,0.037%
353,Omanyte,0.00032%,10,0.008%,9,0.010%
354,Heatmor,0.00030%,33,0.027%,29,0.031%
355,Musharna,0.00030%,25,0.021%,15,0.016%
356,Watchog,0.00029%,13,0.011%,7,0.007%
357,Klinklang,0.00024%,142,0.117%,101,0.107%
358,Nosepass,0.00023%,47,0.039%,36,0.038%
359,Swoobat,0.00021%,286,0.235%,225,0.238%
360,Bastiodon,0.00021%,149,0.123%,131,0.139%
361,Magnemite,0.00020%,114,0.094%,73,0.077%
362,Furret,0.00020%,132,0.109%,120,0.127%
363,Gourgeist-Small,0.00020%,25,0.021%,20,0.021%
364,Kecleon,0.00019%,102,0.084%,80,0.085%
365,Crustle,0.00019%,92,0.076%,79,0.084%
366,Jumpluff,0.00018%,146,0.120%,109,0.115%
367,Rotom-Frost,0.00017%,57,0.047%,41,0.043%
368,Golurk,0.00017%,213,0.175%,168,0.178%
369,Fennekin,0.00016%,35,0.029%,28,0.030%
370,Braixen,0.00016%,33,0.027%,29,0.031%
371,Tyrunt,0.00016%,43,0.035%,34,0.036%
372,Mareep,0.00015%,5,0.004%,3,0.003%
373,Wigglytuff,0.00015%,44,0.036%,32,0.034%
374,Eevee,0.00014%,76,0.062%,48,0.051%
375,Gurdurr,0.00014%,8,0.007%,7,0.007%
376,Pineco,0.00012%,128,0.105%,104,0.110%
377,Wailord,0.00012%,123,0.101%,88,0.093%
378,Piplup,0.00012%,19,0.016%,17,0.018%
379,Buneary,0.00012%,16,0.013%,12,0.013%
380,Taillow,0.00012%,116,0.095%,92,0.097%
381,Walrein,0.00012%,136,0.112%,108,0.114%
382,Girafarig,0.00011%,15,0.012%,11,0.012%
383,Pinsir,0.00010%,113,0.093%,93,0.098%
384,Rattata,0.00009%,77,0.063%,68,0.072%
385,Sawk,0.00008%,167,0.137%,117,0.124%
386,Cottonee,0.00008%,129,0.106%,97,0.103%
387,Tropius,0.00008%,106,0.087%,76,0.080%
388,Rapidash,0.00007%,101,0.083%,74,0.078%
389,Plusle,0.00007%,18,0.015%,16,0.017%
390,Gourgeist-Large,0.00006%,4,0.003%,3,0.003%
391,Wobbuffet,0.00005%,69,0.057%,58,0.061%
392,Togetic,0.00005%,72,0.059%,48,0.051%
393,Flareon,0.00005%,163,0.134%,132,0.140%
394,Machoke,0.00004%,34,0.028%,33,0.035%
395,Purugly,0.00004%,31,0.025%,24,0.025%
396,Gothitelle,0.00004%,53,0.044%,42,0.044%
397,Zebstrika,0.00004%,60,0.049%,46,0.049%
398,Riolu,0.00003%,68,0.056%,59,0.062%
399,Kingler,0.00003%,53,0.044%,45,0.048%
400,Gourgeist,0.00003%,29,0.024%,19,0.020%
401,Qwilfish,0.00003%,185,0.152%,164,0.173%
402,Flabebe,0.00003%,12,0.010%,12,0.013%
403,Bidoof,0.00003%,26,0.021%,21,0.022%
404,Carbink,0.00003%,151,0.124%,145,0.153%
405,Basculin,0.00002%,54,0.044%,42,0.044%
406,Ariados,0.00002%,165,0.136%,143,0.151%
407,Mr. Mime,0.00002%,94,0.077%,82,0.087%
408,Vespiquen,0.00002%,42,0.035%,31,0.033%
409,Purrloin,0.00002%,11,0.009%,8,0.008%
410,Krabby,0.00002%,12,0.010%,9,0.010%
411,Sudowoodo,0.00002%,40,0.033%,34,0.036%
412,Castform,0.00002%,100,0.082%,89,0.094%
413,Glalie,0.00002%,36,0.030%,25,0.026%
414,Butterfree,0.00002%,112,0.092%,75,0.079%
415,Solosis,0.00002%,18,0.015%,10,0.011%
416,Bouffalant,0.00002%,132,0.109%,95,0.100%
417,Primeape,0.00001%,64,0.053%,51,0.054%
418,Swadloon,0.00001%,6,0.005%,6,0.006%
419,Duosion,0.00001%,6,0.005%,5,0.005%
420,Simisear,0.00001%,14,0.012%,9,0.010%
421,Seaking,0.00001%,186,0.153%,133,0.141%
422,Stunfisk,0.00001%,58,0.048%,48,0.051%
423,Hoppip,0.00001%,20,0.016%,16,0.017%
424,Simipour,0.00001%,24,0.020%,19,0.020%
425,Floette,0.00001%,72,0.059%,53,0.056%
426,Graveler,0.00001%,55,0.045%,52,0.055%
427,Relicanth,0.00001%,21,0.017%,20,0.021%
428,Buizel,0.00001%,17,0.014%,15,0.016%
429,Koffing,0.00001%,6,0.005%,6,0.006%
430,Zigzagoon,0.00001%,7,0.006%,6,0.006%
431,Fearow,0.00000%,82,0.067%,65,0.069%
432,Amaura,0.00000%,26,0.021%,25,0.026%
433,Archen,0.00000%,5,0.004%,3,0.003%
434,Tirtouga,0.00000%,15,0.012%,14,0.015%
435,Shieldon,0.00000%,6,0.005%,6,0.006%
436,Cranidos,0.00000%,5,0.004%,3,0.003%
437,Croagunk,0.00000%,12,0.010%,10,0.011%
438,Ferroseed,0.00000%,63,0.052%,57,0.060%
439,Teddiursa,0.00000%,38,0.031%,16,0.017%
440,Rhyhorn,0.00000%,20,0.016%,16,0.017%
441,Dragonair,0.00000%,24,0.020%,16,0.017%
442,Delcatty,0.00000%,32,0.026%,25,0.026%
443,Dunsparce,0.00000%,102,0.084%,75,0.079%
444,Bellossom,0.00000%,22,0.018%,13,0.014%
445,Vanilluxe,0.00000%,26,0.021%,19,0.020%
446,Honedge,0.00000%,10,0.008%,8,0.008%
447,Voltorb,0.00000%,8,0.007%,8,0.008%
448,Persian,0.00000%,39,0.032%,29,0.031%
