Rank,Pokemon,Usage %,Raw,%,Real,%
1,Groudon-Primal,71.74387%,292214,40.853%,227238,44.322%
2,Necrozma-Dusk-Mane,52.94356%,158276,22.128%,112851,22.011%
3,Yveltal,51.20749%,153373,21.442%,117032,22.827%
4,Xerneas,41.19756%,205928,28.790%,140381,27.381%
5,Marshadow,28.09190%,138252,19.328%,95747,18.675%
6,Arceus-Ground,25.63190%,45162,6.314%,35438,6.912%
7,Arceus,22.05123%,91826,12.838%,65066,12.691%
8,Zygarde,20.17152%,69568,9.726%,50100,9.772%
9,Kyogre-Primal,18.51189%,145076,20.282%,101800,19.856%
10,Ho-Oh,17.77960%,52670,7.363%,40079,7.817%
11,Arceus-Fairy,15.44184%,40401,5.648%,30880,6.023%
12,Gengar-Mega,13.23252%,54814,7.663%,37685,7.350%
13,Salamence-Mega,12.73957%,66214,9.257%,44699,8.718%
14,Arceus-Water,9.38083%,26424,3.694%,19947,3.891%
15,Rayquaza,8.50811%,65419,9.146%,45155,8.807%
16,Magearna,8.00518%,25332,3.542%,18992,3.704%
17,Ferrothorn,7.88242%,43799,6.123%,35654,6.954%
18,Lunala,7.83319%,24108,3.370%,17212,3.357%
19,Deoxys-Speed,7.83161%,48312,6.754%,44762,8.731%
20,Giratina-Origin,7.79321%,40862,5.713%,30219,5.894%
21,Mewtwo-Mega-Y,6.05024%,57482,8.036%,38169,7.445%
22,Smeargle,5.48149%,25930,3.625%,23823,4.647%
23,Deoxys-Attack,5.30789%,39723,5.553%,28562,5.571%
24,Lucario-Mega,5.20628%,44979,6.288%,30882,6.023%
25,Excadrill,4.75941%,14808,2.070%,12374,2.414%
26,Ditto,4.50732%,22647,3.166%,15877,3.097%
27,Sableye-Mega,4.42953%,11687,1.634%,10352,2.019%
28,Giratina,4.34277%,15953,2.230%,11947,2.330%
29,Lugia,4.33633%,65250,9.122%,45426,8.860%
30,Kyogre,4.28189%,25798,3.607%,18445,3.598%
31,Diancie-Mega,4.20570%,18721,2.617%,15193,2.963%
32,Arceus-Dark,3.75678%,10332,1.444%,7920,1.545%
33,Mewtwo-Mega-X,3.46474%,25401,3.551%,17685,3.449%
34,Scizor-Mega,3.38033%,11709,1.637%,8803,1.717%
35,Blissey,3.22339%,11118,1.554%,8050,1.570%
36,Kyurem-White,2.73153%,23852,3.335%,15782,3.078%
37,Chansey,2.63027%,18830,2.633%,13395,2.613%
38,Arceus-Flying,2.45206%,8620,1.205%,5522,1.077%
39,Naganadel,2.41298%,31436,4.395%,20178,3.936%
40,Tyranitar-Mega,2.22410%,9706,1.357%,7137,1.392%
41,Pheromosa,2.07750%,24462,3.420%,17293,3.373%
42,Cloyster,2.01744%,17152,2.398%,12829,2.502%
