Rank,Pokemon,Usage %,Raw,%,Real,%
1,Landorus-Therian,31.69782%,5929,18.095%,5074,19.621%
2,Excadrill,26.65354%,4369,13.334%,3266,12.629%
3,Keldeo,24.44579%,3802,11.603%,2902,11.222%
4,Garchomp,19.12026%,4995,15.244%,4199,16.237%
5,Latios,19.02573%,3497,10.673%,2607,10.081%
6,Tornadus-Therian,18.76136%,2282,6.965%,1910,7.386%
7,Clefable,18.67143%,5201,15.873%,4169,16.121%
8,Ferrothorn,17.77518%,5051,15.415%,4366,16.883%
9,Metagross-Mega,17.19411%,3222,9.833%,2537,9.810%
10,Tyranitar,16.48847%,3611,11.021%,2940,11.369%
11,Magnezone,15.73045%,2372,7.239%,1925,7.444%
12,Weavile,14.56046%,2614,7.978%,1911,7.390%
13,Heatran,12.87496%,4687,14.304%,3884,15.019%
14,Starmie,11.84639%,3038,9.272%,2291,8.859%
15,Serperior,11.54581%,3122,9.528%,2463,9.524%
16,Gliscor,11.50203%,3664,11.182%,2962,11.454%
17,Gengar,11.25213%,4715,14.390%,3501,13.538%
18,Rotom-Wash,11.02658%,3578,10.920%,3102,11.995%
19,Lopunny-Mega,10.69141%,2592,7.911%,2065,7.985%
20,Breloom,9.31514%,2764,8.436%,2129,8.233%
21,Volcarona,8.68465%,1914,5.841%,1355,5.240%
22,Scizor-Mega,8.65963%,2297,7.010%,1833,7.088%
23,Slowbro,8.51185%,1559,4.758%,1249,4.830%
24,Zapdos,8.18093%,1887,5.759%,1550,5.994%
25,Bisharp,8.14620%,2682,8.185%,1939,7.498%
26,Talonflame,7.73068%,3294,10.053%,2540,9.822%
27,Azumarill,7.49975%,3260,9.949%,2468,9.543%
28,Skarmory,7.14253%,2074,6.330%,1777,6.871%
29,Amoonguss,6.99369%,1232,3.760%,989,3.824%
30,Thundurus,6.61846%,1338,4.084%,1061,4.103%
31,Manaphy,6.27702%,1391,4.245%,1084,4.192%
32,Diancie-Mega,5.84629%,1174,3.583%,985,3.809%
33,Diggersby,5.75828%,440,1.343%,297,1.148%
34,Volcanion,5.54396%,1176,3.589%,911,3.523%
35,Jirachi,5.46382%,1054,3.217%,841,3.252%
36,Tangrowth,5.37147%,995,3.037%,839,3.244%
