Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tauros,90.73197%,14415,64.676%,10632,57.942%
2,Snorlax,86.33376%,13070,58.641%,10664,58.116%
3,Exeggutor,82.04258%,12558,56.344%,10820,58.966%
4,Chansey,79.28093%,13251,59.454%,11169,60.868%
5,Alakazam,42.65071%,11255,50.498%,9856,53.713%
6,Starmie,33.43956%,7165,32.147%,6190,33.734%
7,Jynx,25.06735%,3458,15.515%,3290,17.930%
8,Rhydon,19.45824%,5684,25.503%,4496,24.502%
9,Zapdos,18.44989%,4932,22.128%,3947,21.510%
10,Slowbro,16.30296%,3110,13.954%,2510,13.679%
11,Cloyster,15.34005%,2464,11.055%,2043,11.134%
12,Jolteon,14.00873%,4032,18.090%,3375,18.393%
13,Lapras,13.88401%,3363,15.089%,2717,14.807%
14,Gengar,13.23471%,6091,27.329%,5243,28.573%
15,Dragonite,9.36598%,2334,10.472%,1786,9.733%
16,Golem,6.79188%,3894,17.471%,3157,17.205%
17,Persian,6.01916%,1533,6.878%,1083,5.902%
18,Articuno,4.87875%,1134,5.088%,921,5.019%
19,Hypno,4.84654%,573,2.571%,516,2.812%
20,Victreebel,4.02824%,755,3.387%,592,3.226%
21,Machamp,2.90410%,620,2.782%,491,2.676%
22,Clefable,1.76484%,313,1.404%,251,1.368%
23,Ninetales,1.71497%,399,1.790%,331,1.804%
24,Arcanine,1.41610%,1040,4.666%,881,4.801%
25,Charizard,0.91870%,2028,9.099%,1690,9.210%
26,Raichu,0.85634%,639,2.867%,543,2.959%
27,Venusaur,0.59775%,1349,6.053%,1123,6.120%
28,Kingler,0.50376%,217,0.974%,188,1.025%
29,Sandslash,0.49920%,275,1.234%,227,1.237%
30,Moltres,0.45760%,374,1.678%,300,1.635%
31,Gyarados,0.37157%,677,3.038%,570,3.106%
32,Blastoise,0.29758%,957,4.294%,785,4.278%
33,Dodrio,0.23711%,303,1.359%,239,1.302%
34,Kangaskhan,0.23098%,218,0.978%,180,0.981%
35,Nidoking,0.21825%,677,3.038%,559,3.046%
36,Poliwrath,0.11530%,249,1.117%,211,1.150%
37,Parasect,0.09903%,155,0.695%,124,0.676%
38,Electrode,0.07971%,561,2.517%,511,2.785%
39,Dugtrio,0.07943%,381,1.709%,318,1.733%
40,Kabutops,0.07693%,255,1.144%,220,1.199%
41,Hitmonlee,0.07026%,414,1.858%,308,1.679%
42,Rapidash,0.04537%,177,0.794%,143,0.779%
43,Vaporeon,0.04455%,213,0.956%,176,0.959%
44,Mr. Mime,0.04113%,86,0.386%,64,0.349%
45,Tentacruel,0.04020%,185,0.830%,156,0.850%
46,Primeape,0.02803%,146,0.655%,105,0.572%
47,Golduck,0.02782%,151,0.677%,127,0.692%
48,Omastar,0.01850%,127,0.570%,109,0.594%
49,Muk,0.01058%,92,0.413%,73,0.398%
